10000 29991
0 1 27
0 2 74
0 3 27
0 4 22
0 5 80
0 7 21
0 8 27
0 15 38
0 21 44
0 30 5
0 31 64
0 32 76
0 38 61
0 40 14
0 45 57
0 46 46
0 53 3
0 57 23
0 71 80
0 74 46
0 75 3
0 79 64
0 82 88
0 97 82
0 102 62
0 105 21
0 112 100
0 113 36
0 125 78
0 144 22
0 158 68
0 167 43
0 192 3
0 200 66
0 260 17
0 265 36
0 277 47
0 311 80
0 312 30
0 315 2
0 335 75
0 342 76
0 382 93
0 390 32
0 397 5
0 403 71
0 412 48
0 429 32
0 430 2
0 435 47
0 443 91
0 451 78
0 458 53
0 491 73
0 512 42
0 531 22
0 535 66
0 555 55
0 591 96
0 598 53
0 637 66
0 664 57
0 674 97
0 705 83
0 728 10
0 753 77
0 807 40
0 827 16
0 902 30
0 953 37
0 966 91
0 968 63
0 969 99
0 974 9
0 975 92
0 995 90
0 1011 66
0 1020 94
0 1021 5
0 1039 92
0 1040 38
0 1063 62
0 1096 89
0 1101 31
0 1103 89
0 1134 46
0 1166 4
0 1201 34
0 1202 1
0 1219 28
0 1291 41
0 1330 32
0 1345 16
0 1376 12
0 1394 66
0 1455 26
0 1465 35
0 1500 5
0 1503 36
0 1519 14
0 1543 93
0 1554 72
0 1581 38
0 1588 54
0 1600 25
0 1657 16
0 1772 60
0 1791 51
0 1818 2
0 1842 28
0 1875 37
0 2027 78
0 2081 3
0 2085 67
0 2105 43
0 2116 67
0 2134 21
0 2156 72
0 2174 97
0 2217 25
0 2223 27
0 2239 49
0 2247 86
0 2259 85
0 2278 79
0 2370 90
0 2372 20
0 2388 13
0 2448 2
0 2456 54
0 2564 7
0 2639 81
0 2686 55
0 2713 57
0 2769 71
0 2795 44
0 2799 80
0 2830 7
0 2852 39
0 2861 84
0 2899 93
0 2937 15
0 2948 73
0 2980 87
0 2993 76
0 3013 49
0 3029 69
0 3194 87
0 3204 1
0 3218 15
0 3283 36
0 3329 45
0 3332 71
0 3341 15
0 3429 87
0 3467 5
0 3537 50
0 3569 8
0 3654 28
0 3690 79
0 3739 9
