10000 29991
0 1 71
0 2 46
0 3 17
0 4 47
0 5 12
0 6 10
0 7 40
0 8 21
0 11 71
0 12 78
0 16 81
0 17 78
0 24 98
0 25 94
0 28 90
0 30 42
0 32 32
0 34 33
0 37 22
0 38 97
0 41 72
0 43 76
0 44 25
0 50 51
0 51 69
0 53 53
0 57 17
0 61 56
0 65 75
0 66 89
0 68 60
0 72 5
0 73 14
0 74 71
0 75 80
0 77 62
0 89 51
0 92 69
0 94 27
0 96 47
0 100 34
0 101 89
0 103 27
0 104 70
0 109 4
0 112 17
0 115 88
0 116 87
0 122 71
0 135 33
0 143 25
0 144 70
0 148 28
0 160 65
0 166 92
0 167 17
0 172 80
0 180 89
0 190 10
0 215 76
0 216 56
0 217 87
0 222 91
0 226 55
0 257 72
0 259 50
0 260 99
0 265 95
0 267 45
0 286 41
0 299 19
0 308 96
0 332 69
0 335 24
0 337 30
0 344 30
0 346 97
0 353 28
0 354 38
0 381 66
0 393 68
0 399 28
0 408 1
0 431 95
0 434 70
0 514 16
0 525 98
0 554 19
0 555 59
0 599 8
0 620 74
0 638 48
0 644 37
0 661 24
0 674 94
0 697 92
0 714 88
0 725 98
0 747 2
0 748 34
0 761 22
0 775 40
0 789 33
0 794 39
0 800 42
0 828 17
0 849 69
0 854 37
0 866 10
0 869 40
0 876 55
0 883 15
0 911 25
0 915 2
0 925 14
0 932 61
0 939 86
0 945 65
0 978 10
0 981 92
0 1006 90
0 1064 95
0 1071 83
0 1087 12
0 1133 60
0 1156 97
0 1159 51
0 1184 5
0 1191 45
0 1203 76
0 1204 41
0 1206 90
0 1222 90
0 1268 41
0 1279 10
0 1325 35
0 1332 23
0 1343 20
0 1389 58
0 1403 98
0 1471 28
0 1486 9
0 1491 55
0 1520 29
0 1544 86
0 1556 91
0 1591 10
0 1598 77
0 1614 10
0 1669 17
0 1697 26
0 1726 59
0 1768 83
0 1784 3
0 1834 36
0 1848 14
0 1862 50
0 1882 95
0 1902 52
0 1915 56
0 1947 24
0 2003 67
0 2006 17
0 2024 22
0 2034 8
0 2067 86
0 2105 9
0 2181 17
0 2185 95
0 2195 95
0 2243 15
0 2257 30
0 2278 34
0 2313 16
0 2324 34
0 2338 54
0 2340 5
0 2376 49
0 2438 42
0 2466 72
0 2486 42
0 2525 8
0 2538 90
0 2626 87
0 2687 94
0 2795 82
0 2799 67
0 2835 36
0 2894 97
0 2913 40
0 2927 84
0 2950 98
0 2959 5
0 2961 85
0 2984 100
0 3014 4
0 3026 98
0 3036 8
0 3074 82
0 3083 91
0 3109 29
0 3111 70
0 3113 64
0 3166 87
0 3228 79
0 3253 34
0 3269 10
0 3280 46
0 3349 94
0 3415 73
0 3422 72
0 3505 29
0 3548 68
0 3604 80
0 3680 29
0 3684 10
0 3685 34
0 3740 50
0 3744 29
0 3769 72
0 3913 32
0 3937 3
0 4052 72
0 4184 10
0 4222 37
0 4274 91
0 4352 32
0 4353 7
0 4382 91
0 4383 35
0 4387 18
0 4521 98
0 4541 81
0 4588 29
0 4670 75
0 4721 77
0 4815 94
0 4867 60
0 4878 87
0 4879 54
0 5085 25
0 5159 39
0 5232 84
0 5402 46
0 5415 44
0 5452 40
0 5512 61
0 5513 13
0 5551 58
0 5664 32
0 5785 66
0 5826 10
0 5873 81
0 5923 9
0 5942 89
0 6043 64
0 6197 27
0 6248 100
0 6251 100
0 6271 8
0 6398 64
0 6413 45
0 6415 1
0 6479 16
0 6481 38
0 6489 22
0 6500 2
0 6507 45
0 6513 30
0 6559 49
0 6614 82
0 6743 1
0 6858 3
0 6901 62
0 7055 11
0 7333 8
0 7374 72
0 7399 6
0 7440 86
0 7468 12
0 7509 16
0 7515 97
0 7567 18
0 7789 37
0 7817 32
0 7828 28
0 7952 9
0 7982 45
0 8017 28
0 8030 9
0 8136 98
0 8175 51
0 8377 17
0 8404 9
0 8428 93
0 8436 44
0 8466 3
0 8613 50
0 8625 42
0 8733 88
0 8972 4
0 8981 93
0 9009 9
0 9049 40
0 9080 99
0 9104 79
0 9162 13
0 9176 42
0 9179 62
0 9182 47
0 9262 31
0 9321 89
0 9562 89
0 9674 34
0 9794 19
1 4 79
1 5 38
1 6 3
1 7 36
1 11 80
1 17 84
1 18 86
1 20 18
1 21 10
1 27 94
1 33 92
1 34 13
1 44 81
1 45 95
1 54 25
1 75 53
1 81 58
1 85 66
1 96 95
1 123 98
1 138 52
1 156 8
1 159 28
1 172 11
1 174 40
1 261 51
1 270 9
1 277 100
1 297 2
1 310 88
1 326 55
1 335 69
1 353 16
1 374 90
1 456 80
1 457 32
1 482 10
1 556 74
1 583 17
1 634 59
1 663 88
1 678 90
1 687 27
1 697 83
1 728 4
1 754 50
1 852 94
1 869 27
1 971 53
1 1139 72
1 1142 91
1 1165 17
1 1170 22
1 1179 27
1 1185 37
1 1187 48
1 1213 52
1 1230 69
1 1245 23
1 1275 18
1 1282 33
1 1293 69
1 1300 12
1 1305 17
1 1306 73
1 1399 13
1 1433 70
1 1437 84
1 1500 78
1 1510 18
1 1511 68
1 1622 77
1 1624 91
1 1647 19
1 1750 36
1 1758 88
1 1773 34
1 2014 78
1 2106 65
1 2151 98
1 2178 74
1 2213 93
1 2298 16
1 2329 3
1 2332 90
1 2363 50
1 2440 30
1 2465 16
1 2467 76
1 2479 41
1 2642 53
1 2800 13
1 2801 83
1 2826 82
1 2831 80
1 2860 83
1 2861 2
1 2959 81
1 3053 50
1 3113 58
1 3137 53
1 3306 68
1 3344 41
1 3345 91
1 3398 16
1 3482 39
1 3559 19
1 3576 83
1 3585 72
1 3614 85
1 3776 97
1 3815 82
1 3961 58
1 3975 48
1 3985 85
1 3996 64
1 4014 55
1 4141 83
1 4157 66
1 4183 17
1 4198 16
1 4317 11
1 4373 13
1 4441 70
1 4575 91
1 4608 86
1 4639 85
1 4649 9
1 4687 51
1 4703 3
1 4778 54
1 4833 83
1 4950 78
1 5048 21
1 5259 45
1 5267 33
1 5338 8
1 5358 88
1 5423 50
1 5450 20
1 5829 71
1 5891 2
1 6098 26
1 6142 100
1 6226 97
1 6234 12
1 6340 66
1 6409 32
1 6467 45
1 6470 23
1 6753 31
1 6786 30
1 6841 40
1 6887 78
1 7093 26
1 7206 32
1 7602 14
1 7716 1
1 7918 74
1 7978 27
1 8063 60
1 8158 31
1 8177 61
1 8271 82
1 8380 71
1 8444 61
1 8675 7
1 9082 34
1 9107 73
1 9201 66
1 9241 41
1 9313 53
1 9615 50
1 9631 61
2 4 67
2 6 86
2 8 87
2 12 79
2 20 29
2 31 44
2 32 15
2 35 86
2 40 90
2 44 38
2 45 23
2 46 97
2 47 55
2 48 63
2 55 25
2 63 97
2 70 31
2 81 58
2 88 54
2 105 88
2 107 33
2 108 74
2 112 72
2 127 71
2 129 19
2 130 96
2 135 23
2 149 5
2 152 71
2 181 22
2 183 38
2 218 38
2 235 47
2 237 40
2 254 41
2 262 15
2 270 50
2 277 84
2 283 88
2 307 67
2 311 1
2 325 41
2 393 1
2 442 35
2 449 23
2 453 80
2 506 31
2 514 16
2 557 37
2 595 75
2 607 98
2 635 85
2 642 88
2 647 9
2 673 79
2 737 73
2 739 98
2 749 28
2 752 17
2 802 72
2 807 22
2 830 86
2 864 1
2 867 24
2 890 48
2 1046 67
2 1056 87
2 1183 98
2 1194 58
2 1224 58
2 1262 89
2 1305 47
2 1314 59
2 1365 28
2 1376 54
2 1409 40
2 1441 79
2 1493 62
2 1530 7
2 1585 27
2 1681 90
2 1682 63
2 1708 20
2 1730 89
2 1912 93
2 1935 29
2 1985 36
2 2019 91
2 2146 43
2 2183 27
2 2198 10
2 2204 75
2 2281 53
2 2302 56
2 2320 29
2 2329 49
2 2369 19
2 2393 54
2 2429 8
2 2476 36
2 2525 83
2 2589 80
2 2658 84
2 2723 73
2 2746 58
2 2758 85
2 2926 35
2 2962 61
2 3206 83
2 3248 94
2 3272 14
2 3432 82
2 3443 36
2 3448 4
2 3540 58
2 3543 44
2 3575 57
2 3611 30
2 3617 62
2 3631 71
2 3679 67
2 3885 81
2 3959 76
2 4006 65
2 4040 49
2 4050 1
2 4137 1
2 4152 32
2 4256 89
2 4283 22
2 4289 30
2 4354 87
2 4374 87
2 4511 67
2 4814 41
2 5002 87
2 5003 48
2 5131 84
2 5172 96
2 5437 14
2 5614 37
2 5615 32
2 5680 14
2 5720 60
2 5727 71
2 5874 87
2 5888 3
2 5913 95
2 5923 11
2 6021 48
2 6039 23
2 6064 43
2 6068 67
2 6078 6
2 6081 18
2 6224 81
2 6527 33
2 6729 16
2 6739 96
2 6903 29
2 7083 6
2 7084 36
2 7100 23
2 7122 27
2 7128 7
2 7228 15
2 7286 82
2 7355 24
2 7522 86
2 7530 15
2 7582 25
2 7644 47
2 7663 13
2 7801 91
2 7838 24
2 8056 44
2 8126 29
2 8170 80
2 8180 44
2 8190 83
2 8232 7
2 8343 77
2 8513 36
2 8518 92
2 8600 91
2 8822 22
2 8843 56
2 9047 1
2 9202 50
2 9265 99
2 9299 4
2 9489 54
2 9529 57
2 9574 53
2 9597 31
2 9606 83
2 9629 48
2 9708 26
2 9792 24
2 9868 88
3 13 45
3 27 35
3 58 76
3 89 29
3 153 50
3 201 81
3 231 89
3 262 23
3 263 75
3 290 50
3 345 86
3 396 64
3 409 35
3 489 10
3 581 22
3 587 22
3 652 51
3 661 72
3 721 86
3 738 90
3 771 90
3 889 90
3 1020 59
3 1068 82
3 1255 2
3 1655 13
3 1677 17
3 1689 66
3 1844 35
3 1851 44
3 1957 46
3 2005 13
3 2033 98
3 2203 88
3 2263 99
3 2367 99
3 2402 1
3 2431 85
3 2454 88
3 2931 35
3 2946 80
3 3080 31
3 3099 99
3 3550 10
3 3696 61
3 3717 100
3 3727 12
3 3960 22
3 4154 30
3 4507 98
3 4568 31
3 4926 67
3 5234 8
3 5260 67
3 5755 57
3 5831 40
3 5850 25
3 5919 37
3 6052 87
3 6054 6
3 6682 42
3 6765 50
3 6773 12
3 6798 11
3 6861 1
3 7228 10
3 7250 90
3 7349 25
3 7536 25
3 7841 31
3 7900 86
3 7919 60
3 8209 63
3 8483 7
3 8558 90
3 9152 53
3 9235 41
3 9319 55
3 9322 46
3 9478 22
3 9698 43
3 9779 21
3 9928 84
4 5 69
4 8 40
4 9 40
4 10 36
4 11 71
4 16 27
4 17 13
4 18 84
4 21 16
4 22 35
4 27 32
4 37 7
4 38 86
4 42 12
4 63 41
4 83 27
4 87 44
4 93 93
4 118 74
4 130 36
4 193 84
4 199 81
4 239 61
4 243 72
4 284 65
4 318 31
4 330 86
4 335 51
4 349 83
4 378 48
4 380 89
4 402 61
4 427 1
4 476 69
4 541 70
4 552 58
4 595 41
4 600 45
4 611 2
4 632 21
4 646 37
4 698 77
4 701 39
4 708 19
4 730 6
4 755 27
4 771 24
4 796 100
4 817 23
4 891 16
4 896 100
4 916 68
4 924 90
4 1024 73
4 1050 61
4 1078 39
4 1188 77
4 1316 61
4 1317 61
4 1386 72
4 1467 45
4 1549 92
4 1566 37
4 1718 56
4 1783 57
4 1933 76
4 1959 8
4 2143 6
4 2175 69
4 2184 94
4 2194 14
4 2232 82
4 2273 98
4 2279 63
4 2372 28
4 2411 25
4 2416 66
4 2422 27
4 2506 24
4 2587 26
4 2600 17
4 2620 78
4 2657 98
4 2688 74
4 2697 15
4 2714 53
4 2752 89
4 2760 68
4 2845 34
4 2882 88
4 2903 97
4 3041 95
4 3052 37
4 3135 45
4 3148 88
4 3151 94
4 3252 16
4 3289 47
4 3303 84
4 3323 9
4 3731 28
4 3781 8
4 3843 62
4 3867 12
