1000 5022
0 244 11
0 261 88
0 283 49
0 381 53
0 436 49
0 582 76
0 878 13
1 24 88
1 94 26
1 140 82
1 144 60
1 214 100
1 270 38
1 311 26
1 571 26
1 611 94
1 702 22
2 99 69
2 101 14
2 168 87
2 170 85
2 226 58
2 437 97
2 686 17
2 847 14
2 905 35
2 908 9
3 103 18
3 217 2
3 233 40
3 483 43
3 604 92
3 860 47
3 922 3
3 976 27
4 193 67
4 218 89
4 222 41
4 251 58
4 313 87
4 369 78
4 375 82
4 436 15
4 510 74
4 545 81
4 617 67
4 758 35
4 785 61
4 822 39
5 9 22
5 18 33
5 25 44
5 63 4
5 195 30
5 227 77
5 249 97
5 269 1
5 350 1
5 355 3
5 429 11
5 514 87
5 678 53
5 810 90
5 915 67
6 49 18
6 281 79
6 415 41
6 449 22
6 617 10
6 714 45
6 758 99
6 966 21
7 183 45
7 290 69
7 315 54
7 671 19
7 704 8
7 901 58
7 961 23
8 153 2
8 273 87
8 312 66
8 334 33
8 378 95
8 379 100
8 525 35
8 557 4
8 623 25
8 639 38
8 654 64
8 726 63
8 832 22
8 899 39
8 948 24
9 233 49
9 287 63
9 323 88
9 422 65
9 459 33
9 522 74
9 546 23
9 549 95
9 600 33
9 601 72
9 624 73
9 784 57
9 873 60
9 904 91
9 980 2
10 311 86
10 319 42
10 350 20
10 412 9
10 532 52
10 576 70
10 673 31
10 860 22
10 924 30
10 989 7
11 374 46
11 655 45
11 663 87
11 991 11
12 16 14
12 33 89
12 395 50
12 531 45
12 879 66
13 167 13
13 229 61
13 427 32
13 640 80
13 663 85
13 682 5
13 684 11
13 694 47
13 717 88
13 807 36
13 869 1
14 75 27
14 387 54
14 453 50
14 507 11
14 730 7
14 748 88
14 922 1
14 966 31
14 978 31
15 74 2
15 99 99
15 311 48
15 353 23
15 441 7
15 619 5
15 748 66
15 797 34
15 827 72
15 948 29
16 78 64
16 113 32
16 150 60
16 381 34
16 549 66
16 557 100
16 771 79
16 840 87
16 857 61
16 875 88
17 19 44
17 98 75
17 127 81
17 202 23
17 246 82
17 253 87
17 438 55
17 447 64
17 527 58
17 612 75
17 658 90
17 703 47
17 828 27
18 94 95
18 342 42
18 356 52
18 605 9
18 673 83
18 717 38
18 893 5
18 946 45
19 36 37
19 48 33
19 60 87
19 123 22
19 422 32
19 468 78
19 544 10
19 790 40
19 849 26
19 973 69
19 993 55
20 83 92
20 102 42
20 104 75
20 278 34
20 380 11
20 501 84
20 660 87
21 249 33
21 251 66
21 398 57
21 612 97
21 634 33
21 659 58
21 797 94
21 877 9
21 896 55
21 973 89
22 45 42
22 237 14
22 555 44
22 571 97
22 917 58
23 251 65
23 270 26
23 378 16
23 380 77
23 394 12
23 609 36
23 646 68
23 647 97
23 664 98
23 718 53
23 764 56
23 799 59
23 937 70
24 174 61
24 571 68
24 721 57
24 778 16
24 831 34
24 889 30
24 910 7
25 182 5
25 383 83
25 417 84
25 523 19
25 607 68
25 671 54
25 817 52
25 894 31
26 118 20
26 198 81
26 383 94
26 435 38
26 509 84
26 544 3
26 630 40
26 856 63
27 142 84
27 228 48
27 538 44
27 667 80
27 753 1
27 782 35
27 798 17
27 804 9
27 809 69
27 979 82
28 29 74
28 65 9
28 175 10
28 187 4
28 202 61
28 208 80
28 231 4
28 275 94
28 298 39
28 377 54
28 394 11
28 458 90
28 543 22
28 692 33
28 882 21
29 47 14
29 157 39
29 620 60
29 636 67
29 650 8
29 713 41
29 720 86
29 855 61
29 907 100
29 966 83
29 990 51
30 104 52
30 114 84
30 121 9
30 139 19
30 287 84
30 378 60
30 567 12
30 696 3
30 839 40
31 63 49
31 180 81
31 324 87
31 381 65
31 405 97
31 536 81
31 749 5
31 989 63
32 102 28
32 223 72
32 231 70
32 266 84
32 394 67
32 449 39
32 761 38
32 914 63
33 121 92
33 161 25
33 327 32
33 334 25
33 355 16
33 368 49
33 607 89
33 625 55
33 969 39
34 79 55
34 100 4
34 188 88
34 218 24
34 302 50
34 547 47
35 336 54
35 363 62
35 581 84
35 629 52
35 731 13
35 817 64
35 926 38
36 134 59
36 141 17
36 232 88
36 365 7
36 366 91
36 462 63
36 479 81
36 517 96
36 651 59
36 719 41
36 778 95
36 788 74
36 898 2
36 911 42
36 941 66
36 995 33
36 997 14
37 38 52
37 163 20
37 241 47
37 282 77
37 406 58
37 661 43
37 759 91
37 799 41
37 853 46
37 868 4
38 301 93
38 324 99
38 456 44
38 464 66
38 472 84
38 982 91
39 149 77
39 187 23
39 265 26
39 307 39
39 385 56
39 408 47
39 575 87
39 661 70
39 682 68
39 774 75
39 894 48
39 980 86
40 103 88
40 179 7
40 198 48
40 224 92
40 322 99
40 592 59
40 671 37
40 955 87
41 169 22
41 183 45
41 279 32
41 304 41
41 502 16
41 537 45
41 573 96
41 602 11
41 675 59
41 755 85
41 807 58
41 893 94
41 956 25
42 298 46
42 398 11
42 429 25
42 512 24
42 634 60
42 661 2
42 692 12
43 159 96
43 375 53
43 501 1
43 557 55
43 671 62
43 741 25
43 802 24
43 807 93
43 823 81
43 985 92
43 988 75
44 64 90
44 213 97
44 253 94
44 384 98
44 472 36
44 487 26
44 508 15
44 596 91
44 608 32
44 684 45
44 749 39
44 961 70
44 982 20
45 82 69
45 294 1
45 323 16
45 341 88
45 371 33
45 540 90
45 671 20
45 708 66
45 746 47
45 784 59
45 895 100
45 942 95
46 74 42
46 191 78
46 297 64
46 325 16
46 384 43
46 428 96
46 437 32
46 677 53
46 710 14
46 800 12
46 923 45
47 144 58
47 177 88
47 186 50
47 255 45
47 374 56
47 472 82
47 490 87
47 518 70
47 686 41
47 792 45
47 858 9
47 870 94
47 911 38
47 945 55
47 968 14
48 231 89
48 320 84
48 450 87
48 558 82
48 636 80
48 667 72
48 743 78
48 882 39
48 973 27
49 187 47
49 237 79
49 467 49
49 485 55
49 580 83
49 619 85
49 765 45
49 991 78
50 83 90
50 138 75
50 251 31
50 393 61
50 654 20
50 752 61
50 905 99
51 104 5
51 156 1
51 224 88
51 538 39
51 599 61
51 623 57
51 624 80
51 731 93
52 196 97
52 225 52
52 505 40
52 556 86
52 579 84
52 629 19
52 686 64
52 822 73
53 94 26
53 336 77
53 353 61
53 391 92
53 400 82
53 512 50
53 603 45
53 692 79
53 737 83
53 910 22
53 963 32
54 74 53
54 96 88
54 173 80
54 341 55
54 355 76
54 411 60
54 423 52
54 591 34
54 799 37
54 929 39
55 98 3
55 111 12
55 128 12
55 146 3
55 332 53
55 352 63
55 475 33
55 559 6
55 573 32
55 723 78
55 774 71
55 900 25
55 919 35
55 939 91
55 972 20
56 62 76
56 90 33
56 98 43
56 148 70
56 165 31
56 176 96
56 240 68
56 318 70
56 329 31
56 360 7
56 459 35
56 521 77
56 564 12
56 720 41
56 731 58
56 759 31
56 875 76
56 975 36
57 205 45
57 296 16
57 535 24
57 608 20
57 711 42
57 767 80
57 803 83
57 847 37
57 878 6
57 999 88
58 180 68
58 754 20
58 800 79
58 948 14
58 966 35
59 310 83
59 416 48
59 664 69
59 751 78
60 81 95
60 125 52
60 277 32
60 414 5
60 506 88
60 524 37
60 550 87
60 572 79
60 581 51
60 703 29
60 806 48
60 848 25
60 891 40
60 936 6
60 997 62
61 186 32
61 266 91
61 460 75
61 625 11
61 653 49
61 672 60
61 712 35
61 797 2
61 983 81
62 99 57
62 144 85
62 186 70
62 434 90
62 453 88
62 523 32
62 551 42
62 696 66
62 744 1
62 762 58
63 102 50
