2000 5991
0 1 56
0 2 45
0 3 35
0 4 11
0 9 48
0 10 27
0 11 83
0 13 62
0 19 22
0 24 29
0 30 14
0 38 56
0 40 87
0 41 50
0 42 65
0 53 22
0 80 71
0 118 79
0 132 60
0 149 16
0 164 44
0 166 60
0 169 32
0 216 70
0 220 47
0 353 44
0 354 47
0 378 99
0 421 97
0 444 23
0 475 74
0 484 51
0 486 15
0 508 39
0 553 13
0 563 38
0 631 30
0 645 49
0 731 29
0 739 35
0 827 38
0 855 100
0 859 89
0 892 89
0 944 60
0 945 23
0 1054 25
0 1090 24
0 1119 2
0 1164 57
0 1174 27
0 1252 56
0 1364 79
0 1398 28
0 1470 10
0 1500 3
0 1723 100
0 1757 7
0 1797 10
0 1846 65
0 1988 42
0 1994 97
1 4 17
1 5 67
1 7 21
1 8 98
1 9 62
1 10 90
1 12 23
1 14 48
1 18 17
1 20 31
1 21 70
1 23 14
1 28 49
1 31 63
1 39 25
1 45 51
1 51 81
1 66 34
1 79 37
1 81 44
1 96 49
1 101 68
1 104 8
1 106 1
1 119 80
1 122 70
1 151 11
1 157 36
1 177 33
1 190 36
1 239 35
1 248 35
1 258 12
1 263 95
1 268 45
1 278 41
1 304 3
1 306 54
1 315 44
1 319 13
1 385 6
1 389 71
1 411 24
1 460 4
1 465 76
1 467 50
1 514 51
1 532 4
1 552 48
1 569 74
1 571 18
1 572 87
1 582 71
1 584 74
1 592 71
1 641 60
1 698 4
1 716 90
1 814 72
1 836 73
1 853 77
1 877 55
1 889 50
1 898 37
1 903 71
1 905 92
1 911 90
1 923 58
1 949 94
1 958 74
1 996 87
1 1062 59
1 1107 62
1 1127 89
1 1183 54
1 1225 21
1 1244 30
1 1291 5
1 1292 99
1 1328 62
1 1461 56
1 1473 63
1 1529 11
1 1532 34
1 1541 85
1 1563 42
1 1566 73
1 1568 64
1 1616 76
1 1641 24
1 1726 50
1 1810 59
1 1848 54
1 1925 77
1 1950 59
1 1959 17
1 1976 25
2 4 52
2 6 27
2 7 79
2 9 31
2 13 54
2 16 7
2 25 70
2 26 21
2 31 25
2 34 32
2 40 57
2 44 25
2 49 11
2 53 97
2 60 31
2 84 5
2 103 52
2 111 5
2 113 48
2 153 1
2 154 47
2 162 33
2 163 91
2 174 73
2 175 8
2 214 88
2 229 91
2 235 82
2 250 69
2 251 64
2 257 85
2 262 69
2 263 20
2 267 75
2 282 34
2 285 95
2 327 83
2 373 2
2 395 88
2 419 25
2 423 68
2 425 55
2 433 53
2 445 38
2 483 66
2 507 99
2 526 29
2 534 54
2 557 38
2 619 68
2 624 35
2 670 49
2 675 22
2 680 78
2 725 54
2 733 19
2 761 97
2 789 37
2 804 81
2 809 46
2 810 33
2 848 82
2 877 95
2 888 70
2 917 78
2 929 96
2 932 13
2 953 60
2 968 90
2 973 81
2 1023 38
2 1082 80
