1000 2991
0 1 86
0 2 7
0 3 11
0 4 39
0 6 68
0 7 44
0 8 62
0 9 100
0 18 82
0 20 66
0 24 39
0 25 11
0 32 56
0 34 28
0 42 30
0 51 68
0 54 33
0 69 90
0 74 26
0 84 16
0 87 50
0 95 34
0 98 31
0 101 57
0 116 25
0 123 70
0 126 7
0 127 36
0 131 59
0 137 64
0 168 79
0 171 8
0 186 68
0 226 55
0 228 87
0 235 83
0 242 78
0 243 36
0 258 61
0 285 4
0 303 30
0 305 43
0 312 55
0 328 34
0 333 92
0 350 20
0 365 80
0 385 73
0 393 52
0 404 29
0 433 55
0 435 77
0 438 79
0 446 84
0 498 35
0 555 61
0 557 63
0 568 67
0 571 34
0 611 64
0 620 38
0 632 71
0 670 48
0 733 91
0 752 39
0 758 35
0 800 24
0 843 67
0 893 15
0 902 18
0 906 83
0 950 29
0 981 77
0 999 30
1 4 26
1 5 96
1 12 31
1 20 84
1 28 18
1 36 31
1 38 61
1 39 57
1 47 22
1 61 100
1 62 79
1 77 95
1 83 50
1 101 63
1 124 15
1 128 78
1 158 24
1 166 51
1 180 62
1 190 25
1 229 93
1 247 43
1 291 85
1 318 95
1 390 33
1 417 75
1 450 97
1 551 82
1 623 29
1 626 45
1 651 92
1 658 60
1 669 3
1 680 91
1 700 20
1 718 45
1 724 29
1 771 12
1 784 13
1 937 4
1 989 81
3 4 49
3 5 79
3 6 26
3 7 50
3 8 67
3 10 4
3 11 49
3 13 36
3 14 71
3 15 56
3 17 29
3 18 30
3 21 81
3 26 62
3 27 92
3 33 85
3 40 77
3 41 40
3 51 89
3 52 6
3 56 93
3 92 33
3 102 24
3 107 84
3 108 59
3 115 100
3 125 24
3 129 52
3 130 38
3 141 81
3 147 87
3 154 13
3 161 20
3 175 57
3 184 51
3 207 95
3 208 65
3 218 23
3 223 5
3 242 97
3 245 30
3 255 100
3 258 46
3 275 21
3 282 64
3 307 51
3 311 30
3 321 1
3 324 42
3 330 48
3 334 93
3 335 90
3 340 19
3 360 87
3 363 77
3 366 68
3 369 22
3 370 6
3 377 49
3 408 92
3 419 19
3 424 37
3 431 84
3 437 51
3 503 5
3 504 42
3 513 57
3 517 76
3 522 70
3 592 52
3 600 77
3 622 7
3 639 61
3 642 70
3 655 17
3 668 70
3 681 69
3 694 7
3 695 52
3 697 28
3 699 94
3 704 62
3 710 94
3 722 95
3 735 53
3 738 17
3 747 14
3 781 93
3 782 79
3 793 77
3 818 6
3 838 28
3 846 72
3 869 34
3 884 74
3 890 42
3 919 78
3 935 85
3 937 76
3 947 83
3 948 55
3 951 27
3 959 26
4 5 88
4 7 36
4 8 67
4 13 12
4 21 86
4 22 17
4 39 22
4 55 5
4 60 35
4 76 94
4 106 10
4 118 97
4 120 50
4 159 40
4 168 4
4 181 43
4 191 5
4 217 22
4 239 48
4 260 82
4 269 60
4 274 82
4 277 41
4 311 91
4 317 33
4 358 77
4 420 80
4 491 36
4 626 33
4 649 89
4 662 60
4 680 93
4 687 56
4 721 52
4 883 54
4 895 88
4 949 29
4 962 77
4 967 13
5 6 62
5 9 66
5 10 30
5 11 73
5 12 54
5 15 88
5 19 13
5 22 41
5 23 63
5 25 9
5 26 66
5 37 40
5 38 30
5 44 89
5 49 86
5 53 79
5 57 30
5 58 59
5 61 77
5 63 18
5 65 58
5 67 9
5 68 67
5 70 100
5 71 53
5 91 52
5 93 22
5 107 25
5 112 63
5 116 5
5 117 38
5 122 66
5 123 22
5 134 43
5 138 91
5 141 31
5 142 49
5 149 20
5 150 63
5 162 79
5 185 56
5 188 13
5 212 25
5 224 84
5 226 88
5 236 95
5 237 90
5 245 60
5 248 35
5 265 20
5 270 67
5 271 3
5 288 20
5 292 96
5 304 99
5 306 88
5 311 35
5 323 72
5 334 48
5 338 58
5 356 28
5 366 25
5 386 18
5 393 61
5 403 91
5 416 71
5 429 9
5 430 53
5 447 54
5 449 61
5 451 39
5 461 72
5 475 80
5 485 1
5 497 37
5 513 59
5 530 32
5 534 10
5 558 2
5 584 55
5 618 99
5 628 73
5 629 26
5 661 41
5 666 30
5 685 19
5 692 3
5 704 43
5 708 58
5 726 44
5 731 36
5 748 97
5 763 88
5 785 95
5 811 89
5 819 18
5 826 85
5 830 97
5 835 94
5 841 14
5 866 73
5 869 3
5 876 62
5 887 36
5 900 98
5 960 24
5 966 63
5 981 52
5 986 88
6 11 80
6 14 9
6 29 12
6 30 72
6 41 17
6 48 63
6 53 58
6 67 14
6 72 17
6 75 32
6 85 44
6 96 98
6 102 82
6 113 87
6 117 83
6 155 5
6 161 85
6 162 63
6 308 47
6 310 20
6 332 70
6 416 41
6 485 91
6 507 47
6 520 69
6 677 82
6 683 72
6 761 2
6 845 54
6 846 69
6 853 18
6 859 68
6 866 57
6 917 55
6 978 4
7 9 91
7 14 33
7 16 97
7 22 25
7 33 51
7 48 64
7 50 52
7 56 30
7 69 90
7 73 24
7 75 19
7 79 43
7 80 99
7 81 8
7 83 28
7 112 86
7 122 3
7 131 91
7 146 42
7 147 8
7 175 32
7 183 84
7 189 52
7 193 37
7 221 10
7 248 6
7 267 15
7 301 28
7 362 31
7 365 58
7 370 78
7 382 68
7 392 13
7 403 94
7 428 85
7 456 67
7 510 100
7 519 76
7 551 58
7 572 58
7 720 32
7 787 30
7 811 91
7 841 16
7 907 50
7 908 66
7 922 99
7 963 25
8 15 25
8 17 62
8 28 60
8 43 42
8 53 30
8 55 4
8 58 28
8 74 73
8 78 85
8 101 24
8 103 33
8 106 48
8 111 95
8 115 94
8 140 11
8 146 77
8 149 70
8 157 53
8 190 75
8 254 88
8 262 43
8 263 48
8 273 17
8 329 96
8 347 22
8 385 45
8 475 87
8 518 56
8 560 71
8 619 49
8 631 53
8 658 67
8 665 60
8 688 40
8 818 60
8 848 78
8 911 85
8 920 19
8 970 53
8 978 13
8 995 97
9 10 31
9 16 58
9 19 43
9 20 4
9 24 68
9 36 84
9 88 82
9 114 3
9 120 36
9 142 78
9 143 95
9 154 95
9 164 46
9 167 64
9 180 77
9 196 81
9 237 52
9 356 9
9 387 50
9 389 29
9 407 49
9 432 13
9 439 54
9 457 52
9 487 51
9 505 81
9 523 21
9 605 22
9 690 46
9 730 72
9 774 69
9 777 7
9 832 25
9 839 18
9 897 55
9 902 5
9 942 40
10 13 2
10 18 13
10 26 76
10 60 74
10 61 4
10 62 81
10 64 98
10 93 79
10 120 83
10 131 62
10 133 49
10 136 81
10 157 56
10 160 47
10 183 92
10 196 39
10 197 28
10 206 5
10 230 74
10 236 10
10 240 77
10 264 92
10 281 99
10 286 36
10 347 88
10 373 93
10 397 38
10 402 48
10 418 67
10 421 7
10 434 63
10 436 19
10 448 100
10 533 18
10 541 72
10 636 29
10 663 38
10 664 86
10 696 43
10 712 19
10 755 36
10 758 84
10 852 66
10 896 93
10 913 32
10 926 27
10 956 48
10 984 97
11 12 27
11 35 12
11 48 22
11 103 92
11 143 47
11 169 25
11 177 16
11 201 20
11 204 53
11 251 66
11 313 32
11 369 68
11 385 38
11 387 4
11 433 62
11 439 49
11 523 56
11 525 84
11 541 92
11 581 85
11 583 88
11 624 12
11 743 87
11 895 57
11 981 59
12 16 46
12 28 81
12 34 81
12 35 45
12 36 91
12 41 93
12 45 53
12 51 92
12 57 16
12 59 93
12 62 34
12 85 12
12 89 30
12 99 95
12 104 21
12 122 27
12 134 99
12 135 47
12 198 92
12 231 7
