5000 124782
0 8 47
0 49 47
0 285 77
0 322 31
0 404 16
0 491 19
0 576 57
0 660 56
0 756 54
0 888 41
0 1022 13
0 1074 2
0 1146 79
0 1200 52
0 1319 24
0 1342 58
0 1384 94
0 1402 41
0 1461 62
0 1512 32
0 1631 81
0 1648 38
0 1814 92
0 1862 24
0 1913 47
0 1958 30
0 1963 85
0 2053 88
0 2139 52
0 2378 33
0 2509 46
0 2773 6
0 2877 34
0 3156 33
0 3221 22
0 3239 76
0 3316 68
0 3529 11
0 3655 70
0 3720 48
0 4094 92
0 4118 90
0 4232 60
0 4288 7
0 4325 51
0 4360 32
0 4552 33
0 4665 33
0 4803 32
0 4809 40
0 4852 84
0 4907 1
0 4985 31
0 4997 29
1 218 46
1 268 43
1 281 66
1 300 62
1 447 5
1 514 54
1 661 99
1 672 97
1 707 50
1 777 76
1 891 47
1 980 36
1 993 54
1 1142 15
1 1242 27
1 1293 35
1 1303 88
1 1338 20
1 1480 35
1 1501 48
1 1577 77
1 2224 86
1 2304 49
1 2712 73
1 2716 100
1 2768 11
1 2837 32
1 3078 3
1 3154 13
1 3281 9
1 3288 87
1 3315 77
1 3480 87
1 3521 58
1 3738 24
1 3780 19
1 3824 44
1 3839 23
1 3892 9
1 4002 58
1 4147 88
1 4642 91
1 4722 18
1 4825 21
1 4882 62
2 21 70
2 93 86
2 136 95
2 402 74
2 580 70
2 608 78
2 740 14
2 799 26
2 870 74
2 914 20
2 929 30
2 993 65
2 1510 83
2 1512 72
2 1524 8
2 1539 69
2 1619 88
2 1741 62
2 1797 31
2 1880 14
2 1903 89
2 1917 87
2 1936 2
2 2014 45
2 2081 89
2 2250 17
2 2253 38
2 2271 87
2 2323 71
2 2374 11
2 2765 30
2 2790 45
2 2917 90
2 3011 31
2 3021 47
2 3042 57
2 3062 94
2 3069 61
2 3120 69
2 3213 24
2 3445 28
2 3598 23
2 3737 19
2 3955 23
2 4010 52
2 4112 18
2 4113 10
2 4156 76
2 4160 38
2 4201 60
2 4363 57
2 4579 75
2 4705 85
2 4708 90
2 4714 26
2 4855 76
2 4985 4
2 4996 96
3 209 93
3 463 36
3 634 37
3 706 100
3 710 49
3 749 78
3 770 86
3 894 80
3 1093 66
3 2007 12
3 2169 26
3 2239 46
3 2300 37
3 2466 81
3 2519 53
3 2581 11
3 2583 10
3 2630 36
