5000 14991
0 1 16
0 2 88
0 3 35
0 4 37
0 5 50
0 6 100
0 7 66
0 8 2
0 9 60
0 10 43
0 12 70
0 14 13
0 16 97
0 20 11
0 22 99
0 23 95
0 24 27
0 26 87
0 27 38
0 29 25
0 31 66
0 32 72
0 38 85
0 41 33
0 42 5
0 43 24
0 45 92
0 46 85
0 50 68
0 68 91
0 71 97
0 93 78
0 99 36
0 100 56
0 101 26
0 116 71
0 123 32
0 128 87
0 138 15
0 141 63
0 152 92
0 156 5
0 161 13
0 171 63
0 172 66
0 185 98
0 198 98
0 200 35
0 215 47
0 220 4
0 230 60
0 238 11
0 241 72
0 258 24
0 261 45
0 262 97
0 274 61
0 275 69
0 281 26
0 291 66
0 337 5
0 375 10
0 387 59
0 404 27
0 431 82
0 438 78
0 443 86
0 454 35
0 457 64
0 466 18
0 469 93
0 476 8
0 499 31
0 508 71
0 518 30
0 525 16
0 561 35
0 563 84
0 568 44
0 584 17
0 599 91
0 601 73
0 615 88
0 622 79
0 647 32
0 652 93
0 671 20
0 674 71
0 717 3
0 803 37
0 806 2
0 809 63
0 835 98
0 857 24
0 873 37
0 896 4
0 909 20
0 943 60
0 985 61
0 994 63
0 999 40
0 1001 10
0 1032 56
0 1034 58
0 1040 39
0 1041 18
0 1043 27
0 1067 7
0 1076 39
0 1080 89
0 1082 43
0 1083 48
0 1096 28
0 1121 63
0 1134 55
0 1174 18
0 1175 46
0 1176 88
0 1189 49
0 1210 64
0 1247 98
0 1251 12
0 1262 6
0 1272 84
0 1277 47
0 1380 72
0 1397 37
0 1452 55
0 1455 79
0 1496 85
0 1512 96
0 1550 17
0 1572 95
0 1579 37
0 1597 84
0 1655 64
0 1665 6
0 1668 22
0 1684 89
0 1699 6
0 1707 7
0 1721 51
0 1763 66
0 1766 58
0 1768 14
0 1783 58
0 1843 18
0 1853 68
0 1862 3
0 1882 54
0 1896 25
0 1898 19
0 1906 92
0 1926 34
0 1999 3
0 2053 97
0 2056 72
0 2066 31
0 2117 1
0 2127 61
0 2142 91
0 2145 74
0 2195 79
0 2234 5
0 2246 68
0 2312 93
0 2336 75
0 2385 51
0 2390 74
0 2413 1
0 2504 32
0 2529 16
0 2570 27
0 2630 36
0 2645 40
0 2670 66
0 2720 76
0 2747 27
0 2828 64
0 2898 58
0 2973 15
0 2978 87
0 2994 63
0 3175 63
0 3200 54
0 3259 92
0 3293 64
0 3308 87
0 3326 90
0 3343 98
0 3352 74
0 3384 75
0 3466 67
0 3498 41
0 3555 46
0 3606 39
0 3625 74
0 3692 18
0 3698 12
0 3744 54
0 3765 46
0 3897 50
0 4078 68
0 4242 83
0 4250 8
0 4263 11
0 4274 32
0 4279 36
0 4315 92
0 4379 41
0 4401 34
0 4416 34
0 4418 5
0 4449 73
0 4515 83
0 4536 7
0 4562 46
0 4580 92
0 4725 15
0 4735 86
0 4796 56
0 4799 3
0 4810 76
0 4867 68
0 4882 28
1 24 59
1 107 77
1 281 90
1 440 74
1 453 28
1 1291 14
1 1425 100
1 1755 72
1 1771 65
1 1941 41
1 1991 2
1 3175 58
1 3321 83
1 3633 37
1 4147 13
1 4597 19
1 4619 83
2 4 95
2 8 77
2 11 87
2 16 80
2 23 45
2 31 22
2 42 56
2 70 61
2 81 99
2 83 26
2 147 21
2 171 67
2 192 63
2 199 45
2 240 84
2 294 43
2 298 11
2 412 75
2 416 91
2 456 81
2 465 46
2 497 32
2 499 87
2 528 75
2 530 21
2 538 37
2 618 82
2 768 54
2 830 16
2 930 100
2 932 16
2 1178 57
2 1183 52
2 1280 60
2 1292 78
2 1346 98
2 1348 85
2 1366 74
2 1424 89
2 1555 99
2 1647 38
2 1719 47
2 1740 69
2 1805 23
2 2026 63
2 2406 86
2 2482 93
2 2631 14
2 2753 44
2 2796 49
2 2944 70
2 3155 13
2 3439 26
2 3478 79
2 3619 13
2 3683 65
2 3718 8
2 3722 20
2 3874 30
2 4005 13
2 4026 82
2 4133 84
2 4351 56
2 4528 21
2 4867 79
2 4956 56
2 4975 10
3 4 17
3 5 16
3 6 56
3 9 70
3 11 29
3 13 79
3 21 31
3 30 28
3 34 66
3 39 56
3 41 76
3 46 21
3 77 69
3 111 59
3 134 4
3 135 76
3 140 48
3 150 47
3 169 42
3 172 1
3 173 68
3 198 13
3 201 46
3 221 57
3 223 43
3 224 20
3 228 71
3 230 14
3 232 47
3 248 34
3 265 36
3 277 50
3 285 86
3 353 35
3 393 38
3 431 45
3 458 34
3 481 22
3 485 64
3 521 4
3 526 9
3 573 4
3 605 29
3 614 28
3 623 41
3 700 71
3 713 2
3 823 79
3 837 56
3 891 53
3 924 13
3 933 43
3 934 58
3 945 34
3 947 15
3 1047 39
3 1063 50
3 1108 90
3 1128 59
3 1278 96
3 1327 57
3 1411 42
3 1485 35
3 1507 40
3 1558 37
3 1568 54
3 1604 54
3 1674 45
3 1703 83
3 1722 23
3 1728 87
3 1750 58
3 1811 4
3 1814 100
3 1919 55
3 2133 21
3 2150 8
3 2190 68
3 2360 1
3 2364 47
3 2478 24
3 2563 69
3 2584 16
3 2680 46
3 2701 4
3 2729 63
3 2768 3
3 2878 60
3 2949 75
3 3086 28
3 3129 70
3 3220 49
3 3260 84
3 3345 85
3 3372 23
3 3451 50
3 3454 50
3 3600 30
3 3735 58
3 3783 90
3 4009 38
3 4011 52
3 4083 16
3 4094 74
3 4108 62
3 4248 37
3 4519 47
3 4562 6
3 4575 14
3 4589 30
3 4590 21
3 4732 5
3 4771 16
3 4892 32
4 5 62
4 6 96
4 46 81
4 139 55
4 181 45
4 307 13
4 333 80
4 496 63
4 647 90
4 700 27
4 719 20
4 728 54
4 767 86
4 865 84
4 1018 92
4 1181 29
4 1186 87
4 1470 45
4 1613 27
4 1968 100
4 2145 93
4 2192 9
4 2355 8
4 2784 81
4 2793 64
4 2819 98
4 2930 26
4 2948 29
4 3364 51
4 3570 25
4 3593 50
4 3672 20
4 3700 4
4 4149 74
4 4537 16
5 7 15
5 8 52
5 9 13
5 12 29
5 14 37
5 17 21
5 18 26
5 19 67
5 20 94
5 27 60
5 28 28
5 29 94
5 39 34
5 52 17
5 53 98
5 60 54
5 69 75
5 78 98
5 96 46
5 116 23
5 124 50
5 129 92
5 133 59
5 148 60
5 155 93
5 158 38
5 159 28
5 160 15
5 163 30
5 184 25
5 190 62
5 193 85
5 194 79
5 204 38
5 209 92
5 210 81
5 225 26
5 283 59
5 294 9
5 321 98
5 322 8
5 348 28
5 358 54
5 366 45
5 385 51
5 400 60
5 414 65
5 423 23
5 470 76
5 484 26
5 505 2
5 509 40
5 565 67
5 580 97
5 629 36
5 640 70
5 670 13
5 674 2
5 682 78
5 686 82
5 720 45
5 737 22
5 770 58
5 782 68
5 785 85
5 790 22
5 804 24
5 806 99
5 827 86
5 842 83
5 844 36
5 857 29
5 859 46
5 866 75
5 867 54
5 887 23
5 919 61
5 932 72
5 946 11
5 956 86
5 977 74
5 978 25
5 984 5
5 997 43
5 1056 70
5 1068 48
5 1085 39
5 1098 4
5 1105 32
5 1109 54
5 1115 19
5 1127 39
5 1144 32
5 1160 85
5 1164 12
5 1166 80
5 1190 61
5 1261 56
5 1331 13
5 1355 70
5 1409 21
5 1437 48
5 1444 10
5 1445 66
5 1470 1
5 1506 84
5 1520 83
5 1542 96
5 1577 73
5 1587 50
5 1591 29
5 1600 6
5 1626 11
5 1632 80
5 1661 96
5 1734 6
5 1748 72
5 1752 64
5 1778 37
5 1784 87
5 1802 79
5 1829 23
5 1894 20
5 1923 43
5 1945 24
5 1948 95
5 2013 94
5 2181 12
5 2243 88
5 2280 11
5 2286 71
5 2332 36
5 2373 38
5 2420 44
5 2432 43
5 2434 72
5 2609 16
5 2614 41
5 2746 29
5 2766 22
5 2801 80
5 2808 38
5 2844 14
5 2853 45
5 2854 72
5 2941 49
5 2985 70
5 3072 58
5 3106 88
5 3109 100
5 3122 84
5 3181 88
5 3184 30
5 3208 48
5 3326 51
5 3380 37
5 3451 58
5 3507 30
5 3540 4
5 3668 28
5 3769 13
5 3927 13
5 3970 15
5 4168 9
5 4181 13
5 4230 16
5 4248 58
5 4329 46
5 4475 100
5 4484 65
