1000 2000
0 1 8
0 999 47
0 998 35
0 78 28
1 3 24
1 999 38
1 184 85
1 208 98
2 4 35
2 885 56
3 4 65
3 5 88
4 5 23
4 6 66
5 6 78
5 7 78
6 7 86
6 8 56
7 8 58
7 9 15
8 9 78
8 10 66
9 10 29
9 767 65
10 11 92
10 622 64
10 989 91
11 12 69
11 13 79
11 866 5
12 13 76
12 14 76
13 14 69
13 15 23
14 15 90
14 16 52
14 110 7
15 16 74
15 17 69
15 910 52
16 17 50
16 18 54
16 193 82
17 18 27
17 19 87
18 19 86
18 20 26
19 275 46
19 567 33
20 21 47
20 22 89
21 22 97
21 23 72
22 23 80
22 24 26
22 344 98
23 24 67
23 25 66
24 25 1
24 26 5
25 26 17
25 979 17
26 28 5
26 893 80
27 28 17
27 29 100
28 30 93
28 452 22
29 30 37
29 31 9
30 31 25
30 32 81
31 32 36
31 33 39
32 33 7
32 34 55
33 34 32
33 35 2
34 559 97
34 566 96
35 37 43
35 40 84
36 37 79
36 38 82
36 966 44
36 716 87
37 39 6
37 827 73
38 40 12
38 759 21
39 41 4
39 776 80
40 41 69
40 42 32
41 161 95
41 292 24
42 43 53
42 358 45
42 460 99
42 531 4
43 44 66
43 45 11
44 45 73
44 46 94
45 46 45
45 47 10
46 47 10
46 48 63
47 48 49
47 298 23
48 49 39
48 50 68
48 332 91
49 50 14
49 906 94
50 51 40
50 52 4
51 52 24
51 53 87
52 53 78
52 54 46
53 54 93
53 55 46
54 55 54
54 56 26
55 56 60
55 57 29
56 57 94
56 58 95
56 425 5
56 902 52
57 58 85
57 59 19
57 263 75
57 916 97
58 59 11
58 60 53
58 417 48
59 61 26
59 985 42
59 415 35
59 200 15
60 61 21
60 62 39
61 62 92
61 63 37
62 63 73
62 64 61
63 64 24
63 65 13
64 65 78
64 66 44
65 67 90
65 905 58
66 67 59
66 68 89
67 69 39
67 906 74
68 69 55
68 70 66
69 70 17
69 71 29
69 890 21
70 71 71
70 72 99
71 72 56
71 73 14
72 74 29
72 573 86
72 97 14
73 74 63
73 75 12
74 75 27
74 76 71
75 306 19
75 840 22
75 169 74
76 78 51
76 777 40
77 78 4
77 79 58
77 980 96
