500 1491
0 1 1
0 2 53
0 3 73
0 4 69
0 6 63
0 7 29
0 10 28
0 12 2
0 14 93
0 15 31
0 20 54
0 21 75
0 23 18
0 32 20
0 36 30
0 46 76
0 48 63
0 53 76
0 59 94
0 60 6
0 61 36
0 63 66
0 86 38
0 90 90
0 95 55
0 106 49
0 117 72
0 139 11
0 157 68
0 166 59
0 214 79
0 218 84
0 225 96
0 234 27
0 247 55
0 252 68
0 277 28
0 284 21
0 357 100
0 382 98
0 389 25
0 398 42
0 412 3
0 423 87
0 429 32
0 454 84
0 458 37
1 4 47
1 5 90
1 6 25
1 8 56
1 9 11
1 12 22
1 13 3
1 17 41
1 24 19
1 26 45
1 34 83
1 35 70
1 82 42
1 87 19
1 89 17
1 118 38
1 150 92
1 181 21
1 198 72
1 215 26
1 235 29
1 259 62
1 314 52
1 321 62
1 340 28
1 400 7
1 418 58
1 452 8
1 455 8
1 483 28
2 4 20
2 9 90
2 13 36
2 14 58
2 15 13
2 16 89
2 17 55
2 28 22
2 34 21
2 38 25
2 62 67
2 80 54
2 88 11
2 109 99
2 129 100
2 151 71
2 187 20
2 199 2
2 210 53
2 268 61
2 291 75
2 310 89
2 321 18
2 365 96
2 473 9
3 5 87
3 9 88
3 10 60
3 22 98
3 24 9
3 32 58
3 39 91
3 44 6
3 48 10
3 52 35
3 60 59
3 72 73
3 92 22
3 98 2
3 118 89
3 140 19
3 141 6
3 155 43
3 164 97
3 169 65
3 189 66
3 223 9
3 255 59
3 274 69
3 286 2
3 311 18
3 325 22
3 377 54
3 379 4
3 435 32
3 448 94
3 450 81
3 458 55
3 469 76
3 486 13
4 5 99
4 6 22
4 8 56
4 10 65
4 15 33
4 19 44
4 26 76
4 43 51
4 45 78
4 51 94
4 55 98
4 62 10
4 63 14
4 65 39
4 67 85
4 71 29
4 73 16
4 75 14
4 80 93
4 82 48
4 99 53
4 116 1
4 160 31
4 169 94
4 179 75
4 196 30
4 198 30
4 200 61
4 220 76
4 244 78
4 252 57
4 257 60
4 290 90
4 295 6
4 297 88
4 328 84
4 332 59
4 334 13
4 335 88
4 354 61
4 356 67
4 369 23
4 376 81
4 402 47
4 403 48
4 414 81
4 426 83
4 438 59
4 439 1
4 476 34
4 498 56
5 7 49
5 20 84
5 22 10
5 212 4
5 216 89
5 276 68
5 286 5
5 318 78
5 343 36
5 387 8
5 420 64
5 450 76
5 481 35
6 7 35
6 12 71
6 29 24
6 38 57
6 50 43
6 57 95
6 60 77
6 109 88
6 115 67
6 126 65
6 128 64
6 145 97
6 148 100
6 151 43
6 173 16
6 206 54
6 222 98
6 306 11
6 325 77
6 432 5
6 456 21
7 8 97
7 11 68
7 16 69
7 23 29
7 30 27
7 37 86
7 40 18
7 49 17
7 67 57
7 74 90
7 76 90
7 83 18
7 98 54
7 107 17
7 130 2
7 148 76
7 159 69
7 167 67
7 168 12
7 182 84
7 190 82
7 248 63
7 251 29
7 269 80
7 282 57
7 308 33
7 326 50
7 349 77
7 357 1
7 405 100
7 425 64
7 428 35
7 444 38
7 451 37
7 495 82
7 496 93
8 11 59
8 19 50
8 20 19
8 29 91
8 31 68
8 45 77
8 50 34
8 57 77
8 64 9
8 80 43
8 82 31
8 142 34
8 146 100
8 160 23
8 176 12
8 192 43
8 206 11
8 263 50
8 290 93
8 322 73
8 341 28
8 380 79
8 412 28
8 423 32
8 443 54
8 465 39
8 484 99
9 11 3
9 17 34
9 19 8
9 25 95
9 29 7
9 44 5
9 50 15
9 67 55
9 75 99
9 94 66
9 106 46
9 137 99
9 174 4
9 181 91
9 201 19
9 209 63
9 220 67
9 224 40
9 238 18
9 242 61
9 244 91
9 245 40
9 277 97
9 300 85
9 325 70
9 340 78
9 386 27
9 400 12
9 408 73
9 419 4
9 422 97
9 472 44
9 490 72
10 14 78
10 32 6
10 52 40
10 68 77
10 120 62
10 145 97
10 157 55
10 180 76
10 190 60
10 264 61
10 350 62
10 367 100
10 488 33
11 13 42
11 16 97
11 18 35
11 26 30
11 28 34
11 33 72
11 39 56
11 42 89
11 51 92
11 70 14
11 79 60
11 85 19
11 134 95
11 187 46
11 230 17
11 232 45
11 318 34
11 342 82
11 382 89
11 385 40
11 395 72
11 437 52
11 440 41
11 477 7
11 488 9
12 18 78
12 21 95
12 27 23
12 40 25
12 41 41
12 49 61
12 53 94
12 91 70
12 93 26
12 94 13
12 103 17
12 105 74
12 112 44
12 119 53
12 127 38
12 132 50
12 139 90
12 147 97
12 156 45
12 162 62
12 165 35
12 175 85
12 182 100
12 203 49
12 221 21
12 222 50
12 223 54
12 226 61
12 228 89
12 243 57
12 248 46
12 262 28
12 266 10
12 285 27
12 291 62
12 293 87
12 297 47
12 301 70
12 324 31
12 358 79
12 383 68
12 415 14
12 421 62
12 428 89
12 444 73
12 464 96
12 483 57
12 497 72
13 57 81
13 71 61
13 90 39
13 213 70
13 341 12
13 435 17
14 18 8
14 24 65
14 27 69
14 38 26
14 42 2
14 61 22
14 65 33
14 96 4
14 97 77
14 176 59
14 293 85
14 346 12
14 447 66
14 456 99
15 127 84
16 30 78
16 41 2
16 56 74
16 109 73
16 142 14
16 207 78
16 212 100
16 235 69
16 246 94
16 252 46
16 256 85
16 258 83
16 273 34
16 296 52
16 305 80
16 315 28
16 371 52
16 375 97
16 408 5
16 475 69
17 22 58
17 31 15
17 77 87
17 168 4
17 216 41
17 350 77
17 388 4
18 25 16
18 33 94
18 35 40
18 37 64
18 39 57
18 51 46
18 56 52
18 62 24
18 68 9
18 74 10
18 81 37
18 84 91
18 85 96
18 98 55
18 100 98
18 107 98
18 120 98
18 122 90
18 123 7
18 130 82
18 135 15
18 137 74
18 146 58
18 156 31
18 163 7
18 191 73
18 197 90
18 217 96
18 253 46
18 254 10
18 275 85
18 299 94
18 302 2
18 316 6
18 336 19
18 370 61
18 379 58
18 384 13
18 387 57
18 398 26
18 409 50
18 418 77
18 438 42
18 453 60
18 471 29
18 474 52
18 491 49
19 69 39
19 111 63
19 124 8
19 131 56
19 139 96
19 336 74
19 338 66
19 366 73
19 374 62
20 21 8
20 31 67
20 43 36
20 53 57
20 107 3
20 127 98
20 133 25
20 149 81
20 153 1
20 167 46
20 170 54
20 173 54
20 184 95
20 189 73
20 204 82
20 224 50
20 270 59
20 289 25
20 294 71
20 322 24
20 342 91
20 376 63
20 416 24
20 445 47
20 479 51
20 499 89
21 23 16
21 25 52
21 27 94
21 28 26
21 49 13
21 54 55
21 108 98
21 121 80
21 214 92
21 220 13
21 264 44
21 308 11
21 333 22
21 343 36
22 96 2
22 138 26
22 211 38
22 261 88
22 338 87
22 414 1
23 40 39
23 48 86
23 63 73
23 66 57
23 99 52
23 110 44
23 301 93
23 419 39
23 459 69
23 471 51
24 34 83
24 55 17
24 66 66
24 81 33
24 160 34
24 165 12
24 195 63
24 232 99
24 466 97
24 474 24
24 476 83
25 35 68
25 36 71
25 42 71
25 47 65
25 76 31
25 78 76
25 84 23
25 108 80
25 112 20
25 219 29
25 280 80
25 281 55
25 359 99
25 463 83
26 41 71
26 69 49
26 72 51
26 76 98
26 79 14
26 81 2
26 102 2
26 117 68
26 123 68
26 129 23
26 162 25
26 184 5
26 238 16
26 245 43
26 250 87
26 254 29
26 297 51
26 303 5
26 331 47
26 359 83
26 422 58
26 434 28
26 437 91
26 472 18
27 58 47
27 64 55
27 74 79
27 112 62
27 125 9
27 145 11
27 351 28
27 432 11
27 453 77
28 30 88
28 33 83
28 43 45
28 47 46
28 55 56
28 73 100
28 111 99
28 153 92
28 335 69
28 440 74
29 36 92
29 44 99
29 46 24
29 77 68
29 87 51
29 154 31
29 196 100
29 243 50
29 346 59
29 377 73
29 411 4
30 113 9
30 142 65
30 187 19
30 269 59
30 313 68
30 449 95
31 121 5
31 210 70
31 378 45
32 70 92
32 110 72
32 124 91
32 339 66
32 385 77
33 144 72
33 181 80
33 227 69
33 348 62
33 467 17
34 37 92
34 59 37
34 75 67
34 83 85
34 111 24
34 114 91
34 125 8
34 135 78
34 180 12
34 211 92
34 213 46
34 222 55
34 224 21
34 261 16
34 273 91
34 307 83
34 319 55
34 347 86
34 358 71
34 366 39
34 408 22
34 415 91
34 482 55
34 486 65
36 46 29
36 211 97
