1000 4993
0 232 93
0 299 94
0 354 39
0 392 79
0 418 98
0 557 45
0 582 87
0 687 99
0 725 15
0 754 12
0 788 51
0 807 35
0 899 64
0 990 88
1 20 75
1 95 37
1 145 64
1 637 46
1 778 37
1 861 25
2 50 26
2 157 65
2 277 36
2 394 32
2 397 30
2 422 88
2 546 17
2 759 34
2 790 99
2 887 22
3 111 9
3 134 54
3 181 61
3 187 28
3 387 54
3 400 65
3 411 99
3 472 39
3 507 20
3 620 82
3 625 55
3 650 75
3 687 39
3 703 78
3 758 17
3 786 52
3 824 58
3 921 37
4 68 74
4 75 39
4 164 66
4 335 80
4 393 30
4 430 61
4 566 71
4 638 24
4 737 33
4 779 26
4 885 96
4 939 20
5 47 73
5 239 1
5 273 70
5 327 53
5 333 79
5 387 78
5 458 73
5 480 83
5 566 29
5 587 8
5 668 68
5 759 30
5 869 76
5 913 17
6 28 17
6 48 28
6 342 97
6 422 48
6 432 24
6 590 33
6 741 2
6 944 50
7 53 70
7 211 99
7 261 18
7 315 3
7 316 31
7 467 56
7 504 69
7 954 59
8 94 85
8 259 77
8 367 77
8 390 62
8 462 92
8 518 78
8 541 5
8 606 24
8 645 29
8 814 48
8 926 1
8 978 69
8 986 68
9 142 28
9 349 71
9 490 80
9 619 8
9 747 10
9 972 46
9 980 47
9 993 99
10 19 91
10 20 23
10 71 25
10 80 27
10 137 91
10 375 69
10 499 78
10 759 39
10 896 38
11 26 53
11 71 42
11 73 13
11 112 35
11 272 19
11 389 46
11 421 18
11 646 61
11 664 6
11 667 76
11 966 46
12 39 10
12 45 67
12 55 90
12 130 96
12 261 64
12 461 39
12 465 68
12 641 70
12 736 76
12 940 82
12 985 64
13 77 85
13 152 14
13 252 98
13 269 54
13 298 44
13 380 88
13 483 11
13 503 24
13 721 11
13 823 26
13 884 64
13 893 53
13 937 90
13 942 90
14 203 51
14 451 86
14 491 29
14 647 82
14 697 61
14 727 72
14 739 31
14 788 85
14 790 29
14 823 11
14 951 68
14 961 85
15 340 59
15 456 55
15 477 57
16 61 91
16 223 77
16 422 42
16 798 68
17 25 30
17 78 58
17 126 94
17 151 76
17 272 47
17 307 85
17 397 73
17 414 68
17 476 26
17 538 90
17 709 26
17 791 99
17 817 66
17 823 88
17 850 50
17 876 94
17 979 87
18 104 37
18 172 8
18 229 58
18 251 17
18 279 42
18 603 11
18 640 82
18 744 23
18 939 81
18 942 20
18 949 62
19 343 97
19 615 19
19 630 35
19 755 26
20 275 61
20 292 100
20 472 66
20 633 57
20 643 75
20 695 4
20 757 61
20 783 57
20 834 86
20 867 9
20 932 56
21 48 19
21 65 14
21 252 59
21 262 20
21 275 51
21 416 99
21 482 91
21 527 26
21 821 19
21 917 19
22 112 81
22 317 17
22 367 15
22 505 66
22 637 86
22 741 79
22 817 17
22 997 80
23 81 72
23 92 45
23 113 45
23 127 39
