2000 19794
0 60 95
0 207 6
0 235 14
0 237 77
0 281 52
0 287 61
0 334 11
0 353 18
0 360 99
0 427 8
0 617 87
0 666 14
0 695 27
0 844 21
0 846 21
0 885 12
0 889 57
0 1106 57
0 1185 30
0 1211 100
0 1334 14
0 1350 37
0 1399 84
0 1461 93
0 1551 55
0 1554 56
0 1829 73
0 1895 69
0 1994 24
1 101 79
1 171 92
1 195 95
1 244 12
1 423 93
1 504 21
1 537 12
1 759 82
1 964 30
1 1085 48
1 1087 14
1 1103 64
1 1151 11
1 1247 72
1 1561 9
1 1597 75
1 1744 18
1 1748 85
1 1902 6
2 217 28
2 457 2
2 463 64
2 465 94
2 566 8
2 824 47
2 846 44
2 847 56
2 859 67
2 1046 27
2 1225 77
2 1231 77
2 1266 53
2 1679 1
2 1794 66
2 1964 91
3 123 4
3 341 79
3 373 58
3 482 20
3 567 96
3 575 23
3 758 45
3 876 73
3 950 59
3 991 26
3 1086 28
3 1290 6
3 1313 19
3 1366 77
3 1579 90
3 1602 81
3 1682 78
3 1799 94
3 1833 53
3 1855 71
3 1881 75
3 1981 11
4 131 83
4 145 2
4 185 73
4 310 10
4 429 41
4 841 48
4 922 1
4 970 12
4 1058 37
4 1104 41
4 1187 17
4 1276 45
4 1378 49
4 1461 47
4 1641 81
4 1864 9
4 1876 20
4 1982 46
5 159 52
5 348 48
5 409 46
5 563 92
5 1007 98
5 1018 67
5 1068 19
5 1107 47
5 1211 7
5 1486 72
5 1502 22
5 1567 71
5 1572 31
5 1624 30
5 1633 82
5 1804 17
6 89 58
6 141 93
6 201 15
6 208 90
6 230 88
6 251 25
6 274 19
6 293 93
6 312 32
6 541 92
6 549 87
6 597 88
6 984 16
6 992 75
6 1302 94
6 1324 86
6 1427 89
6 1492 88
6 1663 10
6 1794 9
6 1808 14
6 1829 53
6 1882 98
6 1898 25
7 151 53
7 291 72
7 385 51
7 781 13
7 798 45
7 852 14
7 882 31
7 936 30
7 947 65
7 1142 80
7 1262 56
7 1429 25
7 1443 81
7 1660 46
7 1783 99
8 248 28
8 377 51
8 380 63
8 458 53
8 496 41
8 548 68
8 559 82
8 611 30
8 722 81
8 798 28
8 954 9
8 1171 50
8 1298 2
8 1571 40
8 1608 81
8 1870 41
8 1926 65
8 1928 30
8 1980 49
9 218 25
9 386 34
9 400 63
9 401 70
9 506 65
9 617 56
9 648 97
9 707 62
9 774 4
9 1067 3
9 1165 8
9 1176 48
9 1319 70
9 1463 28
9 1512 55
9 1535 73
9 1536 84
9 1575 32
9 1584 5
9 1593 49
9 1736 48
9 1740 52
9 1786 87
9 1835 33
9 1879 59
10 33 73
10 150 38
10 369 90
10 423 58
10 512 50
10 530 78
10 645 17
10 830 80
10 911 14
10 1027 32
10 1137 53
10 1556 22
10 1737 51
10 1762 66
10 1766 74
10 1863 93
10 1869 7
10 1910 58
11 97 36
11 476 47
11 500 77
11 565 53
11 613 39
11 696 34
11 797 67
11 936 15
11 952 74
11 969 44
11 1029 88
11 1224 39
11 1281 10
11 1344 34
11 1459 67
11 1498 9
11 1541 78
11 1655 90
11 1958 75
12 17 32
12 32 69
12 169 86
12 205 73
12 251 74
12 321 73
12 419 19
12 507 81
12 554 9
12 633 57
12 655 52
12 686 22
12 874 33
12 889 27
12 951 50
12 952 25
12 1029 7
12 1311 95
12 1312 68
12 1627 38
12 1772 85
13 134 80
13 165 89
13 238 87
13 286 86
13 350 57
13 376 97
13 383 52
13 589 90
13 652 84
13 663 49
13 978 99
13 999 83
13 1330 41
13 1598 90
13 1659 31
13 1667 77
13 1733 95
13 1853 12
13 1880 57
14 174 60
14 332 54
14 454 32
14 465 84
14 515 2
14 522 79
14 829 57
14 917 5
14 937 30
14 985 86
14 1078 20
14 1171 23
14 1238 89
14 1332 2
14 1340 40
14 1360 19
14 1573 68
14 1579 75
14 1705 52
14 1884 37
14 1904 40
15 35 77
15 115 11
15 205 62
15 245 16
15 304 38
15 418 35
15 423 56
15 499 89
15 593 51
15 625 93
15 784 68
15 945 70
15 1004 45
15 1275 8
15 1509 88
15 1559 59
15 1642 86
15 1861 70
15 1918 5
16 159 40
16 594 69
16 604 55
16 607 45
16 639 5
16 872 60
16 950 14
16 1023 6
16 1108 9
16 1297 54
16 1517 87
16 1531 66
16 1621 55
16 1687 4
16 1814 8
16 1963 38
17 31 71
17 313 23
17 519 31
17 534 68
17 810 75
17 811 22
17 893 98
17 918 98
17 1039 70
17 1188 59
17 1299 67
17 1498 73
17 1534 41
17 1833 46
17 1933 30
17 1937 18
17 1999 32
18 292 49
18 317 73
18 420 7
18 680 68
18 748 37
18 749 82
18 757 15
18 797 11
18 801 57
18 907 73
18 1022 25
18 1376 7
18 1385 82
18 1430 48
18 1436 19
18 1495 13
18 1702 1
18 1892 74
18 1960 21
19 29 71
19 89 3
19 106 77
19 143 13
19 223 55
19 479 6
19 757 100
19 1183 100
19 1330 96
19 1366 97
19 1399 10
19 1400 44
19 1406 41
19 1428 18
19 1520 40
19 1876 52
19 1879 88
19 1956 49
19 1961 66
20 40 51
20 203 46
20 263 5
