2000 5991
0 1 87
0 2 29
0 3 1
0 4 9
0 5 71
0 7 19
0 9 29
0 12 50
0 13 91
0 14 70
0 15 64
0 16 19
0 17 32
0 20 96
0 21 36
0 28 26
0 31 38
0 36 77
0 44 46
0 48 18
0 49 61
0 55 11
0 62 86
0 67 23
0 70 96
0 71 94
0 90 80
0 119 24
0 123 80
0 142 21
0 148 85
0 157 7
0 183 18
0 214 50
0 216 42
0 222 31
0 236 15
0 239 65
0 256 32
0 260 31
0 262 58
0 266 17
0 279 91
0 281 57
0 292 97
0 298 64
0 313 66
0 319 16
0 346 68
0 352 59
0 362 44
0 387 21
0 388 95
0 438 47
0 495 91
0 498 81
0 599 30
0 602 58
0 632 15
0 658 16
0 667 32
0 686 55
0 703 47
0 715 42
0 718 55
0 719 67
0 738 62
0 740 27
0 747 5
0 754 5
0 777 83
0 790 8
0 796 14
0 802 39
0 955 27
0 980 95
0 1065 77
0 1083 9
0 1161 1
0 1226 1
0 1319 66
0 1337 38
0 1406 31
0 1415 61
0 1426 94
0 1429 17
0 1525 21
0 1527 52
0 1652 59
0 1654 41
0 1720 11
0 1801 33
0 1849 52
0 1903 8
0 1929 60
0 1945 71
0 1956 96
0 1962 12
0 1969 49
1 5 79
1 8 44
1 11 17
1 14 15
1 16 86
1 53 56
1 57 46
1 58 49
1 73 14
1 75 57
1 84 13
1 95 63
1 112 76
1 129 7
1 159 9
1 172 62
1 192 75
1 194 54
1 196 26
1 210 31
1 225 62
1 296 24
1 465 10
1 559 10
1 589 16
1 612 46
1 662 33
1 849 40
1 868 51
1 875 9
1 880 68
1 911 69
1 918 59
1 933 83
1 977 7
1 1116 66
1 1240 68
1 1241 57
1 1297 29
1 1340 4
1 1376 95
1 1417 30
1 1465 69
1 1500 70
1 1520 51
1 1530 53
1 1706 11
1 1723 46
1 1926 48
1 1959 13
1 1972 59
1 1990 21
2 4 3
2 6 12
2 16 50
2 19 48
2 26 4
2 27 79
2 34 99
2 35 33
2 37 63
2 42 96
2 44 59
2 45 9
2 47 74
2 51 75
2 56 46
2 58 10
2 67 10
2 68 14
2 72 36
2 76 32
2 91 89
2 96 99
2 98 69
2 104 88
2 114 29
2 117 46
2 127 94
2 137 84
2 141 74
2 154 73
2 155 39
2 159 95
2 161 59
2 173 47
2 182 82
2 203 36
2 206 48
2 244 93
2 247 8
2 268 96
2 274 69
2 308 20
2 317 92
2 322 16
2 357 42
2 359 1
2 426 23
2 427 73
2 433 27
2 434 24
2 444 16
2 477 44
2 515 97
2 518 53
2 525 98
2 565 5
2 570 89
2 608 39
2 679 78
2 681 28
2 691 56
2 729 9
2 733 22
2 735 92
2 737 23
2 768 29
2 784 70
2 820 69
2 825 97
2 826 26
2 837 88
2 866 41
2 931 33
2 949 96
2 991 4
2 993 99
2 996 14
2 1048 7
2 1104 35
2 1105 16
2 1226 60
2 1246 97
2 1344 5
2 1359 56
2 1366 45
2 1413 36
2 1473 77
2 1510 25
2 1530 77
2 1566 15
2 1575 78
2 1591 31
2 1604 47
2 1669 58
2 1772 50
2 1880 46
2 1886 97
2 1890 97
2 1912 99
2 1948 55
2 1975 33
2 1988 76
3 4 85
3 5 20
3 10 79
3 13 20
3 14 32
3 15 78
3 25 2
3 27 34
3 60 87
3 84 64
3 129 34
3 134 20
3 142 43
3 167 3
3 169 90
3 189 83
3 192 44
3 220 32
3 268 15
3 352 28
3 377 74
3 425 62
3 582 55
3 629 64
3 642 62
3 685 52
3 709 38
3 751 80
3 767 92
3 772 11
3 812 35
3 862 58
3 934 48
3 1161 24
3 1178 100
3 1194 23
3 1212 34
3 1222 35
3 1283 48
3 1404 83
3 1410 21
3 1475 49
3 1526 50
3 1599 95
3 1690 98
4 6 54
4 7 53
4 8 96
4 9 84
4 11 16
4 12 75
4 17 12
4 19 27
4 22 37
4 25 77
4 28 15
4 31 98
4 34 21
4 40 39
4 42 30
4 45 40
4 50 32
4 55 69
4 61 47
4 65 98
4 88 41
4 96 7
4 100 55
4 103 66
4 111 58
4 136 7
4 161 80
4 167 73
4 198 23
4 199 88
4 208 80
4 217 85
4 227 54
4 233 10
4 242 37
4 255 7
4 351 20
4 389 64
4 399 17
4 423 39
4 463 33
4 506 14
4 521 41
4 558 69
4 568 87
4 601 87
4 602 94
4 606 86
4 613 32
4 646 20
4 684 43
4 721 58
4 744 64
4 749 23
4 767 2
4 774 59
4 811 48
4 813 83
4 824 98
4 951 7
4 973 32
4 1030 97
4 1055 85
4 1079 16
4 1104 96
4 1122 42
4 1131 80
4 1185 46
4 1232 32
4 1361 52
4 1386 9
4 1436 30
