500 1491
0 1 7
0 2 76
0 3 67
0 4 95
0 5 46
0 6 100
0 7 94
0 8 26
0 9 14
0 10 52
0 15 66
0 23 1
0 32 6
0 40 83
0 45 50
0 58 27
0 71 33
0 79 21
0 81 38
0 96 35
0 106 82
0 144 49
0 178 66
0 179 31
0 185 84
0 193 35
0 202 66
0 215 20
0 223 65
0 236 72
0 239 17
0 251 14
0 263 16
0 276 25
0 277 85
0 301 94
0 302 55
0 325 68
0 329 56
0 386 37
0 449 5
0 451 42
0 453 16
0 492 23
0 497 90
1 21 59
1 72 80
1 128 90
1 174 39
2 4 97
2 39 89
2 41 84
2 43 34
2 53 24
2 63 71
2 68 1
2 72 58
2 73 39
2 96 31
2 132 5
2 177 23
2 210 5
2 227 65
2 255 68
2 299 22
2 325 75
2 404 44
2 465 11
3 4 44
3 5 1
3 6 85
3 7 50
3 8 84
3 10 7
3 12 92
3 16 59
3 19 4
3 26 40
3 28 80
3 42 40
3 47 39
3 53 19
3 57 8
3 61 64
3 64 30
3 79 13
3 82 40
3 96 79
3 104 59
3 105 77
3 107 25
3 111 97
3 114 49
3 139 27
3 141 86
3 153 63
3 163 33
3 202 95
3 217 14
3 285 23
3 306 6
3 319 53
3 335 20
3 345 55
3 368 95
3 369 93
3 385 26
3 390 29
3 413 69
3 420 23
3 450 47
3 462 6
3 467 32
3 476 85
3 487 83
4 5 77
4 6 87
4 7 58
4 8 52
4 9 98
4 12 68
4 23 82
4 24 11
4 27 45
4 28 25
4 30 3
4 31 5
4 32 14
4 35 91
4 42 77
4 44 79
4 52 28
4 82 69
4 87 76
4 97 69
4 102 19
4 117 4
4 135 41
4 146 18
4 157 98
4 163 18
4 167 31
4 170 4
4 180 20
4 204 55
4 213 61
4 249 12
4 264 66
4 300 71
4 334 1
4 354 19
4 360 21
4 365 14
4 437 56
4 439 85
4 448 89
4 456 56
5 20 28
5 24 55
5 33 28
5 91 80
5 374 48
5 400 9
5 415 6
5 491 3
6 21 42
6 27 31
6 28 93
6 29 96
6 44 69
6 45 68
6 71 50
6 86 75
6 106 54
6 108 85
6 127 52
6 152 25
6 225 57
6 232 42
6 261 56
6 497 13
7 11 74
7 12 77
7 16 51
7 18 12
7 25 26
7 27 66
7 29 1
7 31 5
7 34 28
7 36 48
7 42 3
7 46 5
7 48 97
7 54 31
7 62 52
7 73 48
7 83 11
7 88 79
7 97 1
7 103 45
7 121 36
7 132 67
7 133 61
7 148 91
7 149 87
7 155 38
7 164 97
7 166 78
7 171 14
7 188 44
7 206 91
7 213 81
7 246 91
7 247 29
7 250 66
7 252 19
7 268 59
7 286 76
7 296 62
7 302 97
7 317 53
7 322 11
7 328 77
7 353 2
7 355 64
7 362 30
7 373 94
7 417 71
7 443 46
7 460 35
7 487 79
8 9 88
8 10 92
8 11 67
8 18 2
8 30 11
8 31 75
8 37 50
8 38 51
8 40 48
8 41 75
8 43 96
8 52 45
8 67 36
8 83 50
8 101 59
8 114 31
8 128 32
8 143 23
8 164 62
8 180 78
8 198 46
8 212 81
8 233 38
8 253 76
8 261 75
8 308 42
8 324 2
8 326 29
8 329 42
8 352 40
8 481 71
9 14 87
9 353 34
9 497 11
10 11 83
10 13 21
10 14 68
10 17 37
10 19 87
10 35 57
10 37 71
10 41 45
10 48 59
10 51 69
10 62 37
10 65 83
10 68 59
10 71 71
10 91 25
10 93 74
10 98 18
10 130 85
10 137 61
10 145 76
10 150 62
10 155 15
10 173 25
10 191 39
10 212 7
10 232 76
10 237 85
10 238 84
10 240 37
10 242 42
10 258 95
10 318 100
10 332 24
10 335 41
10 338 70
10 354 16
10 358 37
10 363 84
10 382 55
10 409 93
10 410 17
10 474 75
11 13 93
11 15 17
11 16 41
11 18 75
11 25 20
11 55 83
11 77 54
11 85 61
11 115 29
11 127 30
11 136 69
11 138 69
11 147 40
11 150 63
11 159 20
11 169 14
11 176 10
11 190 12
11 209 77
11 228 33
11 249 3
11 269 20
11 273 16
11 274 98
11 291 23
11 305 15
11 346 56
11 361 30
11 366 38
11 382 84
11 417 6
11 421 51
11 472 50
11 477 49
12 13 93
12 20 43
12 22 66
12 25 29
12 26 15
12 35 85
12 38 48
12 51 53
12 55 59
12 61 21
12 66 36
12 76 15
12 90 35
12 108 82
12 111 25
12 114 11
12 118 49
12 122 71
12 127 95
12 139 96
12 150 10
12 153 60
12 156 70
12 207 17
12 210 70
12 219 78
12 253 97
12 259 24
12 275 37
12 356 49
12 364 8
12 428 74
12 461 7
12 471 96
12 488 97
13 14 37
13 17 58
13 20 83
13 22 27
13 47 79
13 54 1
13 69 3
13 84 83
13 99 76
13 117 8
13 121 75
13 151 77
13 171 35
13 177 92
13 187 23
13 310 5
13 363 96
13 379 78
13 380 62
13 397 16
14 15 97
14 19 30
14 30 77
14 32 75
14 39 83
14 55 27
14 70 74
14 118 1
14 125 93
14 139 23
14 161 32
14 189 51
14 353 11
14 355 20
14 496 7
15 17 81
15 58 83
15 76 66
15 111 70
15 232 19
15 330 86
15 391 46
15 463 22
16 21 100
16 60 3
16 314 43
16 492 15
17 137 12
17 179 88
17 186 28
17 214 68
17 323 82
17 344 83
17 377 11
18 29 61
18 50 49
18 91 3
18 105 87
18 113 95
18 142 15
18 159 28
18 175 61
18 200 33
18 202 63
18 205 35
18 220 84
18 231 52
18 298 66
18 311 25
18 336 35
18 373 27
18 466 83
19 23 78
19 24 33
19 59 5
19 67 52
19 86 6
19 123 57
19 145 40
19 197 48
19 201 80
19 218 10
19 225 79
19 241 11
19 279 86
19 306 52
19 366 38
19 420 19
19 433 70
20 45 82
20 59 90
20 80 80
20 89 79
20 122 68
20 125 86
20 126 1
20 169 95
20 189 23
20 205 44
20 246 97
20 252 9
20 304 44
20 313 100
20 318 46
20 324 76
20 339 95
20 366 5
20 385 19
20 410 35
20 464 55
20 486 89
21 22 29
21 26 16
21 33 73
21 34 80
21 38 39
21 46 41
21 49 63
21 50 2
21 57 53
21 88 91
21 92 59
21 98 93
21 120 76
21 157 64
21 188 32
21 203 59
21 206 30
21 235 16
21 276 58
21 289 1
21 290 87
21 323 2
21 348 73
21 408 32
21 416 44
21 438 35
21 456 91
22 33 75
22 34 22
22 36 25
22 40 50
22 78 10
22 126 39
22 162 89
22 198 79
22 199 56
22 215 81
22 244 10
22 273 41
22 386 76
22 431 77
23 62 83
23 136 39
23 222 93
23 270 43
23 317 30
23 489 52
24 52 96
24 53 96
24 66 87
24 94 21
24 95 41
24 183 16
24 197 96
24 302 25
24 317 90
24 375 44
24 401 29
25 49 17
25 54 87
25 58 73
25 60 71
25 77 24
25 83 49
25 115 58
25 116 38
25 134 81
25 171 13
25 183 22
25 257 8
25 305 88
25 370 97
25 383 75
25 423 95
25 454 68
25 459 98
26 60 5
26 69 25
26 84 68
26 116 78
26 119 64
26 376 95
27 56 12
27 134 34
27 203 42
27 292 51
27 336 76
27 342 50
27 370 68
28 85 60
28 95 52
28 115 39
28 346 38
29 57 36
29 90 58
29 185 48
29 241 34
29 291 33
29 340 22
29 397 4
30 46 10
30 47 43
