1000 2000
0 1 47
0 998 92
0 707 17
1 2 56
1 3 90
1 73 81
2 3 67
2 4 46
3 4 52
3 5 11
3 982 70
4 6 14
4 931 59
5 6 6
5 7 99
6 8 17
6 343 27
7 8 67
7 289 64
8 9 41
8 10 79
8 307 73
9 11 86
9 651 60
9 685 44
10 11 11
10 12 40
10 164 4
11 12 73
11 13 92
12 13 21
12 980 27
12 769 39
13 14 36
13 15 92
14 15 94
14 694 25
15 17 74
15 528 59
15 126 16
16 18 19
16 169 77
17 18 80
17 19 46
18 19 79
18 20 17
19 20 89
19 325 46
20 21 83
20 22 75
21 22 3
21 23 73
22 509 27
22 476 43
23 24 42
23 25 60
23 327 11
24 25 1
24 984 43
24 120 64
25 629 22
25 372 29
26 27 3
26 28 94
26 905 88
27 28 66
27 29 35
27 581 14
28 29 69
28 30 24
29 31 30
29 916 26
30 31 16
30 32 5
31 32 31
31 33 68
31 66 42
32 33 96
32 34 13
33 34 77
33 35 29
34 35 8
34 36 56
35 37 6
35 356 46
35 737 45
36 37 35
36 38 17
37 38 42
37 39 48
38 39 77
38 40 17
39 40 72
39 41 62
39 954 36
39 625 98
40 41 55
40 42 75
41 42 18
41 43 11
42 43 56
42 44 81
43 45 71
43 579 63
43 94 39
44 45 80
44 46 35
45 46 73
45 47 75
46 47 85
46 445 18
47 48 20
47 49 89
48 49 8
48 50 52
49 50 83
49 51 27
50 52 24
50 965 88
51 52 92
51 53 9
52 693 92
52 659 9
52 622 88
53 54 87
53 55 25
53 217 100
54 55 45
54 56 30
55 56 35
55 57 72
56 57 95
56 58 88
56 138 86
57 58 91
57 526 93
57 967 90
58 59 44
58 60 77
59 60 43
59 61 56
60 61 46
60 62 88
61 62 11
61 63 100
62 63 44
62 64 12
63 65 91
63 498 49
63 121 83
63 361 75
64 66 90
64 116 90
64 437 51
64 834 77
65 66 29
65 67 99
65 409 88
66 67 48
67 68 59
67 69 92
67 280 7
68 69 78
68 70 7
69 70 99
69 71 41
69 225 71
69 806 33
70 71 8
70 72 41
71 72 23
71 73 77
72 73 43
72 74 29
73 894 91
74 75 45
74 76 15
75 76 55
75 77 6
76 77 87
76 295 27
77 78 57
77 79 70
78 79 72
78 80 69
79 80 23
79 81 31
80 81 34
80 82 53
80 629 68
81 82 21
81 83 55
81 645 92
82 83 65
82 84 79
83 85 22
83 586 35
83 290 64
84 85 49
84 348 26
85 86 79
85 87 97
86 87 46
86 88 25
87 88 68
87 89 15
88 90 76
88 416 4
88 324 5
89 90 77
89 91 78
89 672 53
89 571 68
90 91 54
90 92 51
91 92 94
91 93 72
92 93 52
92 94 20
93 95 41
93 856 34
93 398 63
93 829 36
94 96 93
95 96 97
95 97 92
95 720 70
96 97 4
96 98 76
97 98 10
97 216 49
97 200 32
98 99 14
98 100 24
99 100 69
99 548 2
100 101 1
100 102 3
100 795 12
101 102 35
101 103 42
102 103 57
102 104 11
102 549 76
103 104 37
103 105 12
104 105 79
104 106 20
105 106 3
105 107 59
106 107 71
106 108 37
106 994 19
107 108 28
107 109 47
108 110 100
108 295 26
109 110 47
109 993 90
110 111 45
110 112 44
111 112 10
111 113 44
111 880 65
111 449 4
112 113 51
112 114 10
113 114 40
113 115 5
113 821 5
113 636 32
114 115 62
114 983 94
115 116 55
115 117 42
116 117 19
116 568 42
117 119 29
117 979 46
118 119 63
118 120 58
118 926 94
119 121 92
119 941 5
119 144 32
120 946 92
120 659 56
121 518 18
122 123 46
122 745 60
122 799 25
123 125 47
123 711 10
124 125 33
124 126 23
125 127 1
125 235 51
126 127 38
127 128 70
127 129 51
127 656 76
128 129 39
128 130 95
129 130 99
129 131 43
130 131 22
130 132 64
131 132 12
131 133 30
132 133 50
132 697 2
133 134 88
133 135 54
134 135 88
134 136 8
135 136 11
135 137 71
136 137 11
136 138 1
137 138 50
137 139 72
138 140 5
139 141 68
139 485 89
140 142 97
140 472 71
141 142 85
141 143 61
142 143 37
142 610 97
143 145 26
143 775 72
144 463 62
145 146 92
145 147 99
145 761 50
146 147 96
146 148 12
146 760 33
147 148 49
147 149 26
148 149 10
148 150 43
149 150 4
149 151 81
149 304 52
150 152 76
150 779 86
151 152 60
151 153 47
152 153 98
152 154 55
153 155 96
153 312 56
153 279 46
154 155 59
154 156 84
155 156 77
155 157 76
156 157 8
156 158 36
157 158 65
157 159 87
157 992 36
158 159 54
158 160 33
159 160 87
159 161 30
160 161 45
160 162 69
161 162 37
161 163 83
162 163 92
162 164 71
162 321 73
163 164 53
163 165 39
164 166 54
164 859 70
165 166 6
165 348 16
166 167 34
166 409 84
167 168 13
167 169 64
168 170 93
168 183 88
168 193 51
168 270 67
169 170 41
169 999 41
169 417 14
170 171 99
170 859 36
170 559 97
171 173 65
171 711 32
172 174 82
172 777 57
173 216 92
173 553 26
174 831 53
174 724 43
174 362 75
175 176 80
175 177 18
176 177 53
176 178 64
176 209 50
177 178 86
177 179 91
178 179 78
178 180 89
179 180 34
179 181 84
179 396 98
180 181 77
180 182 98
180 965 79
181 182 27
181 356 12
181 310 83
182 183 76
182 184 71
183 184 84
183 185 90
184 186 50
184 323 77
185 186 17
185 187 28
185 410 51
186 187 43
186 188 70
186 639 48
187 189 21
187 708 41
188 189 30
188 190 10
189 190 5
189 191 77
189 603 87
190 191 99
190 192 89
191 192 52
191 193 30
192 193 98
192 821 71
193 195 26
193 301 98
193 400 2
194 196 96
194 925 44
195 914 98
195 891 68
196 197 58
196 198 90
197 198 91
197 199 70
198 199 35
198 200 26
198 298 66
199 200 60
199 201 94
200 201 87
200 202 61
201 202 89
201 203 3
202 203 73
202 204 60
202 940 39
203 204 49
203 205 93
204 206 62
204 297 90
204 281 54
204 569 23
205 206 37
205 207 5
205 483 19
206 207 59
206 208 19
207 208 1
207 209 46
208 648 49
208 627 78
209 211 23
209 248 49
210 211 88
210 212 81
211 212 48
211 707 18
212 213 20
212 214 74
213 214 22
213 215 53
213 768 66
214 215 33
214 216 49
214 534 63
215 216 1
215 217 7
216 218 15
217 219 19
218 219 14
218 220 47
219 220 31
219 221 41
220 221 72
220 475 68
221 222 59
221 223 84
221 763 93
222 223 59
222 224 69
222 355 72
223 225 41
223 427 31
223 838 77
223 426 63
224 225 62
224 226 70
224 440 31
225 227 71
226 227 52
226 228 94
227 228 23
227 445 58
227 844 29
228 229 42
228 230 34
229 230 98
229 613 27
229 428 49
230 231 94
230 232 55
231 233 52
231 315 28
232 233 71
232 234 3
233 234 47
233 235 39
234 235 96
234 280 33
235 236 59
235 237 13
236 237 60
236 238 25
237 238 76
237 239 82
238 239 70
238 240 63
238 740 72
239 241 39
239 737 98
240 298 4
240 250 72
241 242 72
241 243 6
242 243 100
242 244 30
243 244 52
243 245 33
244 245 20
244 246 58
245 246 30
245 247 51
246 247 89
246 248 18
247 248 82
247 249 55
248 250 42
248 517 29
249 251 41
249 559 43
249 411 98
250 251 2
250 252 27
251 253 5
251 663 91
252 253 20
252 254 98
253 254 18
253 255 67
254 255 18
254 256 20
255 256 36
255 257 64
256 258 65
256 705 19
257 258 7
257 259 67
258 259 39
258 260 19
259 824 97
259 894 33
260 261 77
260 262 74
260 706 22
260 987 58
261 262 97
261 263 58
261 372 9
262 263 73
262 569 27
263 264 8
263 265 83
264 265 31
264 266 42
265 266 12
265 985 11
265 293 9
266 268 66
266 783 64
267 268 97
267 269 49
267 368 3
268 270 93
268 737 58
268 736 44
269 270 33
269 271 76
270 272 61
271 272 85
271 273 91
272 273 77
272 887 43
272 784 13
272 868 8
273 274 78
273 275 58
273 476 13
274 275 76
274 276 32
274 558 58
275 276 44
275 277 47
276 277 44
276 278 58
277 278 18
277 279 87
278 279 54
278 978 91
279 280 67
280 284 62
280 686 28
281 282 71
282 283 79
282 284 50
282 660 58
283 284 91
283 285 50
284 285 66
284 286 91
285 287 46
285 986 46
286 287 40
286 288 23
287 288 60
287 289 9
288 289 84
288 290 63
289 291 11
289 914 28
290 291 64
291 367 57
291 312 28
292 294 45
292 613 73
293 830 12
293 418 2
294 295 85
294 296 45
294 609 7
295 296 41
295 297 14
296 297 45
296 298 45
297 298 43
297 299 24
297 648 79
298 299 45
299 300 1
299 301 71
300 301 79
300 302 20
301 303 51
302 303 3
302 304 76
302 626 27
303 304 38
303 305 89
304 306 58
304 939 35
305 306 49
305 307 87
306 307 69
306 308 91
306 511 19
307 308 5
308 310 50
308 749 50
309 311 39
309 519 27
310 311 44
311 312 74
311 313 24
311 376 26
312 313 37
312 314 4
313 314 52
313 315 34
313 462 39
314 315 67
314 316 72
314 811 80
315 316 17
315 317 9
316 318 67
316 797 46
316 373 99
317 318 90
317 319 77
318 319 7
318 320 85
318 979 33
319 320 10
319 321 68
320 321 53
320 322 63
321 323 44
322 323 69
322 324 42
322 414 93
323 324 29
323 325 13
324 326 90
325 326 18
325 327 27
326 327 66
326 328 8
327 328 36
328 329 22
328 330 95
328 458 9
329 330 20
329 331 56
330 331 57
330 468 55
331 332 88
331 333 24
332 333 37
332 334 42
333 334 86
333 335 60
333 580 34
333 783 74
334 904 12
334 574 78
334 702 91
334 823 53
335 336 23
335 337 21
336 337 56
336 682 77
337 338 30
337 339 54
338 339 66
338 340 25
338 730 40
339 341 66
339 902 90
339 542 94
340 341 74
340 342 62
341 342 22
341 343 55
342 343 87
342 344 90
343 344 88
343 345 96
344 345 62
344 346 38
345 346 43
345 347 76
346 347 62
346 348 79
347 348 29
347 349 72
348 349 96
348 350 50
349 350 54
349 351 19
350 351 7
350 352 9
351 352 89
351 353 72
352 353 16
352 354 69
353 354 1
353 355 54
354 355 83
354 617 59
355 508 78
356 357 72
356 358 92
357 359 90
357 538 10
358 359 62
358 600 48
359 360 62
359 361 29
360 361 88
360 362 44
360 777 88
361 362 43
362 363 27
362 364 95
363 364 3
363 365 24
363 782 19
364 365 38
364 366 24
365 366 32
365 367 23
366 367 51
366 368 79
366 379 40
366 499 86
367 368 72
367 369 96
367 545 24
368 370 85
369 370 14
369 371 48
370 371 34
370 372 72
371 372 61
371 373 59
372 512 37
373 374 60
374 375 69
374 376 22
374 448 6
375 376 67
375 377 66
376 378 88
377 378 13
377 379 31
378 379 92
378 380 23
379 749 27
379 831 79
380 382 88
380 688 76
380 696 56
381 383 13
381 569 94
382 383 51
382 384 62
383 385 46
383 735 61
383 485 47
383 995 9
384 385 48
384 386 6
384 747 73
385 386 7
385 387 14
386 387 7
386 641 87
387 561 78
387 666 19
388 389 56
388 756 66
389 390 33
389 391 18
390 391 46
390 392 63
391 393 15
391 655 51
392 393 92
392 394 82
393 394 27
393 395 64
394 395 70
394 396 88
395 397 91
395 441 14
396 398 89
396 893 99
396 951 82
397 398 71
397 399 28
397 413 10
398 868 52
399 400 67
399 401 13
400 401 92
401 402 88
401 403 55
402 403 55
402 404 43
403 404 9
403 405 99
404 405 5
404 406 88
405 406 22
405 407 72
406 913 17
406 727 59
407 408 48
407 409 66
407 499 74
408 409 25
408 410 67
409 698 38
410 412 43
411 413 28
412 413 39
412 744 69
413 605 19
414 415 48
414 650 4
415 416 76
415 417 22
415 552 96
416 417 25
416 418 16
417 418 59
417 773 47
418 420 8
419 420 72
419 702 52
419 447 71
420 421 44
420 422 58
421 422 7
421 423 58
422 423 31
422 424 23
423 424 57
423 425 14
424 425 24
424 426 96
425 426 98
425 427 6
426 427 10
427 428 10
427 820 52
428 429 90
429 430 94
429 431 75
429 891 82
429 971 66
430 431 43
430 432 63
431 432 62
431 433 55
432 433 20
432 434 64
433 434 94
433 435 60
434 435 4
434 436 29
435 436 86
435 437 15
436 437 1
436 438 15
437 439 7
437 617 83
438 439 46
438 440 8
439 440 86
439 441 83
440 442 38
440 776 19
441 442 27
441 443 91
442 443 99
442 444 44
443 444 14
443 445 62
444 445 15
444 446 53
445 447 83
446 447 40
446 448 85
447 448 52
447 449 75
447 562 68
448 449 49
449 450 23
449 479 11
450 451 85
450 452 66
450 539 83
451 452 79
451 453 63
451 972 67
452 453 43
452 454 52
453 454 16
453 455 56
454 455 30
454 456 69
455 456 37
455 503 22
456 457 80
456 458 88
457 458 62
457 459 33
458 459 91
459 460 59
459 461 66
460 461 51
460 462 92
460 477 94
461 462 63
461 528 30
462 464 78
462 798 38
463 464 77
463 465 25
464 465 52
464 713 7
464 755 23
465 466 35
465 467 64
466 467 66
466 468 86
467 468 39
467 469 23
468 469 98
468 470 70
469 470 96
469 471 76
470 472 32
470 669 87
471 472 40
471 473 44
471 938 80
472 474 93
472 618 21
473 474 87
473 475 94
474 475 61
474 476 29
474 903 12
475 477 43
475 574 38
475 623 33
475 866 9
476 477 57
477 479 27
478 479 30
478 480 19
478 912 38
479 480 85
479 842 91
480 481 99
480 482 36
481 482 25
481 483 83
482 484 51
482 664 11
483 485 49
484 485 57
484 486 57
484 672 55
485 487 21
486 487 16
486 488 21
486 664 62
486 920 44
487 488 15
487 489 42
487 920 34
488 489 96
488 490 74
489 490 16
489 491 44
490 492 11
490 835 91
490 990 24
491 492 50
491 493 40
492 493 60
492 494 49
493 494 42
493 495 94
494 495 26
494 496 87
494 590 15
495 497 86
495 874 75
496 497 69
496 498 59
497 498 8
497 499 21
498 499 94
498 500 39
499 915 67
500 501 77
500 502 79
500 818 64
501 503 24
501 961 47
502 503 39
502 504 92
503 504 72
503 505 32
504 505 5
504 506 25
504 514 52
505 506 74
505 541 54
506 507 89
506 508 33
507 508 38
507 509 52
508 509 7
508 510 84
509 510 45
509 511 77
510 512 89
510 665 95
510 941 40
511 513 89
512 513 33
512 514 86
513 514 73
513 515 23
514 516 23
515 516 98
515 517 55
516 517 29
516 518 7
517 518 100
518 519 14
518 520 15
519 520 42
519 521 73
520 521 91
520 522 19
520 658 64
521 522 61
521 523 89
522 523 36
522 524 69
523 773 12
523 997 81
524 525 95
524 526 48
525 527 92
525 965 59
526 527 33
526 528 24
527 528 35
527 529 16
528 529 64
528 530 74
529 530 14
529 531 57
530 531 17
530 532 31
531 532 16
531 533 72
532 533 100
532 737 43
533 534 30
533 535 24
534 535 59
535 536 39
535 537 67
536 537 69
536 538 47
537 538 73
537 539 27
538 539 79
538 540 100
539 540 50
540 541 59
540 542 12
541 542 79
541 543 41
541 968 38
542 544 11
543 544 96
543 545 37
544 545 91
544 546 4
545 830 85
545 936 14
546 547 33
546 548 100
547 548 10
547 549 73
548 549 89
548 917 58
548 923 31
549 551 4
550 551 39
550 552 64
551 552 32
551 553 95
552 553 89
553 554 97
553 605 54
553 591 20
554 555 38
554 556 44
554 986 28
555 556 58
555 557 95
556 557 67
556 558 98
557 558 72
557 559 12
558 559 69
559 560 38
559 750 11
560 561 26
560 607 16
561 562 67
561 563 74
562 563 96
563 564 76
563 565 8
564 565 24
564 566 49
565 566 30
565 567 9
566 567 93
566 568 56
567 568 62
567 569 43
568 569 35
568 570 1
569 570 17
570 571 65
570 572 32
571 951 82
572 573 55
572 574 77
573 574 67
573 617 5
574 575 28
574 576 84
575 576 71
575 577 43
576 577 48
576 578 49
577 578 46
577 579 40
578 579 37
578 580 11
579 581 16
579 811 95
580 582 4
581 582 63
581 835 60
582 583 41
582 584 1
582 660 61
582 955 78
583 584 96
583 585 6
584 586 15
584 694 14
585 586 94
585 587 64
586 587 48
586 970 86
587 589 84
587 764 84
588 589 77
588 590 57
589 590 81
589 591 87
590 591 51
591 592 6
592 593 14
592 594 11
593 594 67
593 595 16
594 596 3
594 644 20
595 596 9
595 597 74
596 597 66
596 598 85
597 598 16
597 599 39
598 599 3
598 600 15
599 600 90
599 601 34
600 601 88
600 602 68
601 602 12
601 603 1
602 603 4
602 604 85
603 604 74
604 605 99
604 606 85
605 606 85
605 607 78
605 674 78
606 608 94
606 941 68
607 608 2
607 609 19
608 609 98
608 654 76
609 611 35
610 611 55
610 612 10
611 612 42
