5000 124485
0 143 7
0 221 13
0 322 70
0 452 84
0 499 42
0 563 59
0 669 45
0 697 8
0 998 68
0 1204 35
0 1232 75
0 1266 59
0 1312 23
0 1412 22
0 1461 23
0 1573 23
0 1756 72
0 1794 85
0 1798 13
0 1801 2
0 2003 42
0 2014 24
0 2032 7
0 2281 8
0 2376 85
0 2395 69
0 2465 65
0 2499 69
0 2523 54
0 2544 53
0 2546 6
0 2588 25
0 2734 8
0 2778 98
0 2800 15
0 2830 67
0 2932 18
0 2948 9
0 3043 64
0 3044 36
0 3090 64
0 3340 68
0 3392 8
0 3431 54
0 3441 36
0 3566 67
0 3690 72
0 3735 15
0 3795 99
0 3870 85
0 3916 58
0 3930 9
0 4027 59
0 4032 86
0 4045 65
0 4173 20
0 4247 2
0 4363 30
0 4664 82
0 4773 30
0 4852 11
0 4853 9
0 4880 95
0 4890 41
0 4905 46
0 4986 65
1 84 57
1 315 61
1 481 5
1 558 97
1 650 87
1 666 36
1 706 64
1 718 7
1 766 2
1 774 10
1 884 35
1 1166 61
1 1178 83
1 1246 62
1 1264 22
1 1557 99
1 1621 27
1 1688 63
1 2023 48
1 2258 5
1 2315 44
1 2477 89
1 2544 7
1 2644 8
1 2664 52
1 2700 55
1 2910 47
1 2951 46
1 3084 39
1 3182 32
1 3187 2
1 3228 79
1 3251 26
1 3271 32
1 3632 20
1 3643 4
1 3768 25
1 3856 37
1 3876 75
1 4119 79
1 4195 65
1 4728 65
1 4856 6
2 600 63
2 726 73
2 744 49
2 924 48
2 950 95
2 1104 52
2 1108 100
2 1284 89
2 1357 4
2 1428 91
2 1525 68
2 1701 77
2 1823 24
2 1839 55
2 1858 69
2 2028 70
2 2164 87
2 2477 78
2 2512 60
2 2518 31
2 2694 28
2 2817 75
2 2881 95
2 3009 43
2 3208 8
2 3222 1
2 3305 64
2 3444 74
2 3547 99
2 3600 28
2 3829 61
2 3844 6
2 4030 46
2 4132 52
2 4213 89
2 4277 74
2 4366 4
2 4466 78
2 4468 55
2 4486 2
2 4520 94
2 4544 27
2 4566 19
2 4652 86
2 4743 97
2 4895 93
3 47 75
3 421 74
3 431 90
3 485 72
3 586 5
3 713 31
3 739 39
3 1091 75
3 1103 88
3 1149 98
3 1207 69
3 1234 92
3 1241 8
3 1391 34
3 1434 19
3 1540 83
3 1597 18
3 1674 87
3 1703 79
3 1749 21
3 1795 68
3 1853 64
3 1992 77
3 2055 29
3 2091 46
3 2165 14
3 2252 67
3 2328 68
3 2574 39
3 2635 37
3 2694 31
3 2723 80
3 2770 70
3 2823 70
3 2837 78
3 2880 31
3 2960 21
3 3018 46
3 3062 60
3 3209 25
3 3262 19
3 3341 6
3 3350 24
3 3461 88
3 3506 73
3 3623 49
3 3662 13
3 3747 66
3 3956 87
3 4016 57
3 4025 14
3 4177 1
3 4252 1
3 4595 82
3 4939 12
4 30 85
4 32 43
4 58 14
4 142 18
4 278 93
4 290 90
4 476 86
4 770 29
4 771 29
4 815 65
4 910 67
4 922 34
4 1005 64
4 1146 94
4 1152 2
4 1215 62
4 1299 54
4 1337 75
4 1560 39
4 1573 44
4 1577 3
4 1867 8
4 1898 30
4 2121 86
4 2179 85
4 2200 68
4 2239 73
4 2397 75
4 2509 90
4 2595 98
4 2662 24
4 2705 39
4 2718 49
4 2839 35
4 2851 23
