500 1267
0 195 26
0 270 11
1 288 13
1 418 10
1 497 70
2 3 72
2 55 25
2 68 66
2 268 90
2 463 91
3 465 36
3 480 90
3 487 76
3 495 23
4 110 73
4 160 97
4 163 29
4 276 12
4 361 5
4 467 53
5 116 30
5 122 47
5 128 40
5 387 62
5 409 40
5 422 68
5 425 55
5 428 98
5 438 10
5 444 67
6 114 14
6 218 77
6 299 35
6 335 6
6 370 9
6 407 52
7 60 87
7 84 47
7 91 35
7 469 33
7 499 85
8 76 76
8 140 4
8 314 73
8 391 37
8 482 47
9 202 22
9 248 58
9 341 74
10 44 74
10 85 53
10 164 68
10 267 53
10 310 89
10 323 46
10 479 23
11 65 83
11 210 95
11 299 57
11 412 78
12 48 22
12 162 81
12 204 37
12 305 72
12 419 12
12 496 32
13 276 17
13 303 11
14 101 2
14 155 39
14 292 60
14 368 73
15 67 82
15 76 11
15 130 43
15 234 13
15 258 83
15 408 18
15 432 84
16 81 34
16 214 40
16 250 42
16 266 75
16 313 37
17 92 78
17 255 63
17 269 25
17 276 26
17 277 12
17 303 53
17 319 44
17 442 2
18 230 58
18 306 13
18 390 56
18 415 95
18 492 16
19 247 72
20 199 14
20 228 20
20 357 45
20 377 47
20 394 27
21 70 80
21 175 8
21 379 72
21 488 53
22 198 22
22 435 95
23 65 14
23 107 85
23 120 22
23 194 43
23 219 56
23 331 23
23 417 23
24 222 98
24 335 3
24 417 93
24 490 29
25 195 49
25 311 6
25 409 24
25 440 70
25 473 70
26 46 45
26 56 98
26 57 27
26 135 76
26 139 72
26 232 84
26 314 2
26 376 74
27 62 53
27 76 97
27 325 22
27 425 20
27 476 49
28 35 57
28 103 31
29 321 13
29 370 67
29 450 28
30 63 86
30 158 83
30 203 64
30 214 10
30 233 59
30 387 72
30 441 99
31 79 18
31 126 48
31 176 27
31 291 96
32 133 82
32 342 3
32 394 36
32 418 86
32 454 10
32 492 96
33 117 65
33 130 45
33 160 72
33 352 40
33 367 62
33 469 44
34 151 66
34 186 1
34 192 96
35 47 35
35 71 21
35 75 55
35 265 96
35 443 71
36 392 45
37 82 67
37 193 47
37 261 86
37 326 92
38 44 68
38 55 21
38 263 96
38 390 24
38 423 71
38 441 83
38 461 5
39 358 60
39 359 4
39 361 78
40 99 32
40 175 90
40 220 45
40 317 22
40 493 94
40 498 82
41 45 34
41 123 33
41 244 28
41 261 89
41 410 16
41 474 21
42 277 88
42 417 13
42 444 75
43 198 69
43 464 24
43 484 39
44 204 9
44 470 74
45 157 54
45 159 72
45 227 61
45 242 51
45 322 87
45 367 97
45 374 17
45 412 93
46 128 55
46 213 84
46 221 85
46 327 86
46 357 99
46 385 72
47 481 18
48 68 69
48 75 62
48 160 81
48 177 60
48 247 74
48 262 42
48 376 58
48 396 3
48 499 27
49 58 2
49 177 37
49 259 19
49 278 13
49 313 7
49 450 30
50 79 26
50 236 20
50 290 36
50 368 69
50 388 45
50 420 66
51 314 22
51 324 15
51 341 21
51 419 61
51 463 66
52 185 65
52 484 28
53 95 85
53 147 17
53 210 62
53 242 39
53 243 9
53 473 88
54 140 36
54 330 36
54 355 16
54 392 40
54 463 11
55 181 94
55 209 22
55 248 24
55 297 16
55 334 17
55 402 47
56 76 57
56 204 82
56 231 5
57 74 44
57 89 79
57 105 46
57 201 92
57 347 41
57 396 7
57 424 56
57 476 97
58 70 13
58 90 44
59 183 69
59 294 35
60 349 92
60 464 19
61 73 3
61 129 39
61 221 64
61 236 45
61 287 95
61 338 80
62 267 66
62 365 75
62 382 90
62 394 32
62 493 24
63 126 98
63 193 3
63 223 78
63 443 52
63 499 11
64 103 17
64 361 42
65 67 67
65 99 11
65 197 19
65 294 59
65 337 35
66 196 66
66 233 54
67 194 16
67 208 38
68 70 24
68 92 52
68 192 46
68 227 89
68 296 15
68 343 64
69 120 76
69 135 16
69 234 60
70 146 45
70 187 11
70 194 11
70 214 82
70 215 77
70 326 73
70 352 21
70 492 12
71 173 20
71 313 38
71 357 52
71 391 96
72 234 18
72 256 91
72 469 61
72 486 93
72 491 66
73 283 73
73 315 2
73 337 29
73 374 30
73 381 90
73 433 72
73 458 38
74 160 13
74 210 76
74 223 64
74 252 75
74 296 24
74 317 60
74 419 42
75 358 96
76 218 34
76 227 100
76 304 48
76 388 56
77 85 49
77 121 12
77 271 47
77 423 92
78 199 33
78 256 75
78 306 11
78 393 33
78 443 90
78 454 59
78 485 17
79 143 93
79 227 55
79 319 35
79 332 10
79 342 96
80 122 90
80 145 28
80 254 28
80 278 11
80 294 33
80 434 31
80 436 66
81 124 77
81 290 98
81 311 67
81 401 43
81 491 100
82 369 95
83 85 67
83 244 74
83 259 64
83 421 56
83 460 100
84 342 60
84 478 50
85 223 65
85 350 18
85 375 90
86 204 50
86 271 87
86 430 55
87 103 98
87 112 43
87 253 42
87 385 48
87 406 64
87 426 72
87 490 74
87 497 62
88 196 60
89 106 51
89 108 83
89 112 49
89 221 36
90 116 78
90 231 15
90 378 48
90 391 41
90 406 84
91 118 88
91 147 70
91 238 89
91 396 89
91 482 38
92 234 99
92 237 34
92 301 66
92 364 75
92 372 93
92 387 78
92 405 66
92 441 26
93 128 60
93 144 100
93 155 77
93 387 72
93 432 16
94 192 89
94 252 81
94 381 30
94 446 46
95 204 50
95 272 12
95 334 71
95 437 25
96 175 55
96 206 61
96 250 79
96 269 39
96 298 26
96 328 14
96 429 29
96 476 27
97 128 7
97 144 16
97 146 52
97 378 24
97 427 68
97 444 54
97 467 6
97 483 7
97 486 28
98 169 64
98 299 49
99 475 68
100 147 21
100 347 95
100 404 12
100 448 14
101 191 73
101 231 87
101 348 16
101 369 67
101 424 9
101 463 79
102 196 46
102 250 14
102 441 15
102 463 33
102 471 93
102 482 44
103 256 96
103 267 86
103 274 9
103 278 62
103 360 29
103 464 52
103 474 45
103 480 28
104 136 55
104 163 70
104 254 36
104 272 24
104 387 87
104 463 93
105 130 24
105 241 24
105 279 16
105 363 85
105 398 40
105 479 88
106 109 38
106 245 84
106 307 64
106 349 83
106 396 39
107 399 29
108 134 27
109 166 98
110 254 90
111 265 11
111 334 98
111 484 13
112 144 42
112 343 96
113 154 20
113 250 17
113 435 99
113 460 84
113 461 53
113 485 18
114 202 10
114 207 61
114 476 61
115 189 37
115 283 94
115 305 80
115 474 68
115 495 59
116 131 5
116 363 13
116 425 93
117 122 43
117 123 100
117 142 71
117 271 81
117 315 75
117 329 14
117 361 90
117 371 89
117 389 69
117 451 29
118 410 21
118 497 62
119 425 77
120 392 45
121 141 51
121 247 43
121 301 38
121 370 68
122 314 4
122 335 30
122 383 46
123 150 51
123 158 3
123 303 95
123 326 87
123 392 20
123 398 17
123 487 95
124 217 77
124 476 78
125 131 29
125 266 72
125 300 7
125 306 37
125 492 78
126 171 52
126 468 80
127 195 36
127 366 13
127 422 86
127 442 86
127 468 98
128 139 13
128 189 96
128 306 75
128 338 68
128 349 38
129 172 73
129 223 45
129 434 57
130 212 55
131 134 42
131 215 18
131 286 96
131 491 3
132 172 74
132 364 94
132 405 83
132 481 80
133 167 60
133 216 21
133 288 17
133 368 87
133 376 35
133 404 93
134 228 21
134 439 71
134 445 63
135 190 33
135 397 63
135 427 28
135 472 11
136 145 50
136 379 73
136 434 64
136 491 87
137 163 76
137 206 85
137 493 14
138 162 53
138 195 28
138 278 63
138 310 3
138 457 91
139 173 95
139 301 74
139 337 68
141 229 80
141 246 27
142 193 100
142 211 96
143 342 60
143 369 79
143 398 62
143 429 17
144 216 19
144 280 75
144 310 14
144 425 72
145 190 49
145 311 84
145 330 55
145 357 76
145 457 52
146 214 39
146 434 26
147 340 97
147 368 68
147 451 18
148 233 52
148 362 56
148 416 5
149 155 93
149 183 13
149 208 14
149 245 43
150 181 47
150 201 93
150 309 80
150 393 20
150 454 15
151 157 49
151 343 59
151 365 82
151 368 49
151 423 51
152 181 92
152 195 13
152 264 67
152 308 69
152 432 78
152 473 45
153 223 52
153 327 49
153 397 21
154 236 4
154 301 31
154 400 44
154 449 70
155 299 29
155 304 5
155 331 5
155 445 89
156 254 27
156 285 12
156 482 15
157 168 35
157 383 74
157 396 47
157 482 71
158 308 21
158 399 44
158 478 63
159 191 17
159 286 62
159 323 18
159 361 20
159 463 42
159 489 99
160 161 48
160 418 95
160 451 48
160 493 95
161 167 45
161 184 78
161 256 64
161 295 65
161 367 80
161 429 81
161 454 65
161 457 33
162 386 26
162 499 58
163 194 85
163 225 72
163 396 76
163 459 91
164 221 28
164 278 22
164 331 70
165 281 16
165 285 80
165 371 99
165 402 75
166 244 64
166 426 58
166 456 44
167 295 25
167 340 64
168 334 2
168 413 19
168 425 73
168 473 98
169 255 32
169 328 35
170 196 30
170 310 47
170 374 35
170 388 12
170 488 4
171 283 6
171 303 74
171 345 71
171 485 79
172 223 15
172 246 26
172 484 12
173 252 84
173 323 65
174 276 74
174 286 98
174 318 54
174 327 27
174 412 53
175 312 3
176 198 48
176 297 93
177 255 76
177 269 18
177 380 6
178 284 30
178 308 22
178 344 62
178 358 81
178 361 22
179 208 39
179 356 56
180 387 67
180 408 42
180 473 94
180 475 87
181 212 97
181 319 15
181 343 6
182 286 43
182 432 47
183 277 28
183 316 97
184 321 47
185 359 35
185 463 44
185 493 52
186 200 81
186 464 39
186 473 30
187 219 91
187 287 25
187 309 19
187 356 62
187 482 78
188 204 83
188 493 99
189 306 6
189 319 7
189 403 91
189 443 90
190 254 10
190 323 61
190 354 76
190 383 79
191 243 85
191 320 44
191 321 21
191 478 53
191 491 37
192 317 18
192 344 70
192 431 36
193 307 11
193 439 39
193 480 20
194 215 3
194 337 79
195 201 72
195 219 6
195 434 61
196 392 70
196 468 23
196 495 60
197 234 97
197 266 60
197 353 61
197 390 27
198 264 84
198 363 1
198 437 43
198 451 10
199 486 75
200 344 81
201 226 12
201 331 74
201 343 24
201 418 44
201 463 78
204 319 71
204 362 14
204 393 71
204 443 31
205 217 11
205 321 19
205 372 72
205 432 14
206 296 5
208 243 50
208 440 49
209 240 29
209 295 65
209 352 13
210 230 64
210 322 98
210 405 8
211 235 67
211 300 25
211 417 57
212 250 39
212 349 78
212 467 68
213 262 7
213 477 27
214 224 23
214 251 30
214 459 33
215 397 22
215 447 97
215 499 52
216 384 94
217 337 22
217 361 2
218 304 61
218 342 13
219 359 79
220 424 76
220 498 76
221 335 38
221 496 1
222 238 81
222 256 7
222 262 92
223 258 82
224 257 100
224 263 12
224 279 94
224 322 84
224 329 7
224 377 90
225 319 47
225 428 52
226 259 48
226 264 57
226 389 100
227 262 38
227 304 40
227 384 65
227 491 2
228 239 52
228 245 55
228 384 79
229 290 3
229 331 3
229 335 5
229 424 1
230 251 21
230 261 2
230 326 28
231 420 16
232 294 84
232 340 24
232 361 80
232 419 23
233 371 70
233 483 67
234 391 19
234 399 75
234 489 1
235 270 94
236 245 7
236 262 17
236 300 38
236 343 35
236 439 52
236 492 62
237 287 48
238 281 77
238 342 80
238 343 1
238 397 72
239 309 76
239 351 1
240 330 83
240 479 5
241 275 5
241 292 56
242 395 86
242 438 66
242 445 31
242 494 69
243 255 41
243 377 59
243 378 51
243 421 70
244 248 62
244 385 58
244 413 10
245 262 10
245 420 65
245 457 23
246 339 96
246 400 76
246 496 82
247 332 82
247 498 79
248 273 54
248 496 91
249 259 62
249 293 83
250 274 46
250 290 39
250 319 43
250 450 36
250 452 2
253 411 22
253 420 13
254 283 85
254 321 52
254 369 42
254 431 13
254 483 8
255 338 64
255 416 73
256 318 14
256 392 60
256 494 52
257 269 83
257 341 60
257 387 56
258 440 47
258 453 76
258 497 29
259 277 77
259 414 26
259 422 36
259 444 86
259 461 55
259 485 34
260 368 93
260 394 94
260 449 71
260 485 32
261 333 76
261 433 14
262 351 53
262 365 39
262 447 94
263 337 13
264 316 46
264 384 44
265 416 25
265 425 77
265 437 40
265 476 3
265 491 94
266 300 13
267 287 65
267 349 37
267 451 85
268 317 37
269 278 68
269 341 64
269 384 85
269 482 76
271 400 41
272 284 26
272 302 100
272 407 4
272 496 70
273 303 80
273 330 1
273 495 21
274 276 12
274 284 65
274 285 31
274 349 80
274 460 52
275 337 53
276 283 93
276 284 4
276 365 64
276 379 94
276 441 60
277 314 42
277 331 47
277 342 100
278 292 2
278 305 94
278 386 80
278 409 49
278 448 38
278 483 40
278 489 15
279 289 5
279 456 18
280 465 87
281 494 57
282 313 4
283 381 89
283 428 4
283 493 32
287 378 49
288 289 68
288 316 10
288 338 93
288 406 65
288 434 65
289 395 5
290 346 68
290 420 72
291 293 36
291 298 81
291 322 19
291 364 42
291 457 32
292 386 74
293 305 86
293 474 61
295 375 11
295 456 18
296 408 86
296 468 70
297 395 98
297 467 26
297 472 13
298 392 9
299 322 96
299 446 30
299 493 39
300 416 14
301 320 100
301 383 60
301 404 21
301 410 71
301 424 55
301 466 84
302 364 90
302 479 74
303 365 23
303 411 5
303 440 83
304 320 64
304 415 11
306 395 35
307 422 60
307 441 68
307 473 25
308 316 54
309 463 24
310 313 27
310 320 96
310 382 76
310 430 32
311 339 40
311 350 67
311 381 92
311 415 41
312 328 82
312 331 58
312 375 74
312 393 36
313 395 39
313 437 2
313 466 69
313 478 28
314 328 40
314 349 44
314 376 25
314 430 69
315 361 41
315 457 71
316 349 87
316 404 15
317 404 38
317 430 2
317 454 57
318 336 11
318 423 15
318 449 22
318 488 86
319 366 40
319 405 74
319 475 47
319 476 56
321 432 63
321 453 81
321 489 65
322 489 9
323 389 21
323 399 70
324 487 8
324 499 15
325 489 8
326 336 71
326 372 39
326 407 88
326 484 16
326 489 93
327 401 29
327 404 76
327 427 4
327 444 8
327 452 31
327 499 72
328 456 4
330 436 46
331 391 38
331 432 14
332 427 79
333 373 16
336 440 86
337 376 53
338 415 37
338 424 58
339 375 63
340 446 88
341 387 36
342 425 57
342 483 53
346 365 96
346 415 23
347 387 75
348 450 28
349 422 90
351 414 10
351 427 44
354 444 51
356 383 55
356 384 14
356 474 17
356 476 97
357 492 56
358 382 48
360 456 51
360 467 10
361 430 27
361 486 21
362 416 64
363 414 17
364 437 73
365 425 10
366 403 88
366 409 57
367 400 74
367 423 1
368 411 34
369 399 97
370 465 63
370 483 41
371 459 88
372 446 2
373 432 98
373 438 95
373 476 99
374 420 78
